scenario,planner,total_time_s,flight_distance_m,success_rate,mission_feasible,max_blackout_s,wait_time_s,service_time_s,reconnect_count,protocol_switches,radio_obstacle_hits,route,study,parameter,value
sleep_cycle_factor_0.50,distance_only,1406.934,2906.071,1.0,True,99.421,325.355,839.407,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,sleep_cycle_factor,0.5
sleep_cycle_factor_0.50,ordinary_collection,1360.154,2926.059,1.0,True,74.651,248.094,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,sleep_cycle_factor,0.5
sleep_cycle_factor_0.50,protocol_aware,1236.651,3109.251,1.0,True,70.426,99.889,877.658,14,11,3,N14 -> N02 -> N13 -> N07 -> N12 -> N06 -> N08 -> N05 -> N11 -> N10 -> N09 -> N03 -> N01 -> N04,protocol_parameter,sleep_cycle_factor,0.5
sleep_cycle_factor_0.50,bounded_blackout,1236.651,3109.251,1.0,True,70.426,99.889,877.658,14,11,3,N14 -> N02 -> N13 -> N07 -> N12 -> N06 -> N08 -> N05 -> N11 -> N10 -> N09 -> N03 -> N01 -> N04,protocol_parameter,sleep_cycle_factor,0.5
sleep_cycle_factor_0.50,genetic_algorithm,1279.11,3975.907,1.0,True,69.348,117.635,830.149,13,10,3,N03 -> N02 -> N11 -> N14 -> N05 -> N06 -> N07 -> N01 -> N13 -> N12 -> N10 -> N04 -> N08 -> N09,protocol_parameter,sleep_cycle_factor,0.5
sleep_cycle_factor_0.50,particle_swarm,1279.11,3924.729,1.0,True,71.857,109.379,842.671,13,10,3,N03 -> N14 -> N11 -> N05 -> N07 -> N06 -> N01 -> N02 -> N13 -> N12 -> N10 -> N04 -> N08 -> N09,protocol_parameter,sleep_cycle_factor,0.5
sleep_cycle_factor_1.00,distance_only,2126.934,2906.071,1.0,False,203.015,1045.355,839.407,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,sleep_cycle_factor,1.0
sleep_cycle_factor_1.00,ordinary_collection,1609.248,2926.059,1.0,False,114.121,497.188,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,sleep_cycle_factor,1.0
sleep_cycle_factor_1.00,protocol_aware,1371.245,3147.929,1.0,True,87.981,244.276,864.642,14,12,3,N02 -> N12 -> N13 -> N06 -> N07 -> N08 -> N10 -> N05 -> N09 -> N11 -> N04 -> N01 -> N03 -> N14,protocol_parameter,sleep_cycle_factor,1.0
sleep_cycle_factor_1.00,bounded_blackout,1357.891,3023.825,1.0,True,56.461,231.51,874.396,14,13,3,N03 -> N11 -> N10 -> N12 -> N07 -> N09 -> N13 -> N06 -> N08 -> N05 -> N14 -> N01 -> N02 -> N04,protocol_parameter,sleep_cycle_factor,1.0
sleep_cycle_factor_1.00,genetic_algorithm,1493.225,4899.261,1.0,True,101.3,207.292,877.661,14,11,3,N12 -> N02 -> N09 -> N05 -> N06 -> N14 -> N13 -> N11 -> N08 -> N07 -> N04 -> N10 -> N01 -> N03,protocol_parameter,sleep_cycle_factor,1.0
sleep_cycle_factor_1.00,particle_swarm,1470.899,4027.962,1.0,True,116.623,301.32,833.915,14,11,3,N11 -> N13 -> N05 -> N10 -> N08 -> N12 -> N09 -> N03 -> N14 -> N02 -> N07 -> N04 -> N06 -> N01,protocol_parameter,sleep_cycle_factor,1.0
sleep_cycle_factor_1.50,distance_only,2006.934,2906.071,1.0,False,189.842,925.355,839.407,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,sleep_cycle_factor,1.5
sleep_cycle_factor_1.50,ordinary_collection,1861.248,2926.059,1.0,False,141.015,749.188,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,sleep_cycle_factor,1.5
sleep_cycle_factor_1.50,protocol_aware,1606.005,3935.276,1.0,False,88.203,401.706,876.359,14,13,3,N14 -> N01 -> N12 -> N04 -> N06 -> N13 -> N07 -> N08 -> N03 -> N02 -> N11 -> N10 -> N09 -> N05,protocol_parameter,sleep_cycle_factor,1.5
sleep_cycle_factor_1.50,bounded_blackout,1328.945,3335.907,1.0,True,80.032,165.754,885.199,13,11,3,N01 -> N14 -> N02 -> N03 -> N05 -> N12 -> N13 -> N04 -> N07 -> N10 -> N11 -> N06 -> N09 -> N08,protocol_parameter,sleep_cycle_factor,1.5
sleep_cycle_factor_1.50,genetic_algorithm,1633.774,3738.221,1.0,False,129.004,493.219,829.037,14,11,3,N08 -> N06 -> N04 -> N07 -> N05 -> N12 -> N10 -> N09 -> N13 -> N11 -> N01 -> N03 -> N14 -> N02,protocol_parameter,sleep_cycle_factor,1.5
sleep_cycle_factor_1.50,particle_swarm,1492.3,3962.517,1.0,True,100.853,297.003,865.087,13,11,3,N09 -> N08 -> N06 -> N07 -> N04 -> N12 -> N13 -> N11 -> N10 -> N14 -> N03 -> N01 -> N02 -> N05,protocol_parameter,sleep_cycle_factor,1.5
sleep_cycle_factor_2.00,distance_only,2606.934,2906.071,1.0,False,395.015,1525.355,839.407,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,sleep_cycle_factor,2.0
sleep_cycle_factor_2.00,ordinary_collection,2473.248,2926.059,1.0,False,450.882,1361.188,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,sleep_cycle_factor,2.0
sleep_cycle_factor_2.00,protocol_aware,1596.33,3575.412,1.0,False,159.165,456.804,841.575,14,11,3,N08 -> N06 -> N12 -> N13 -> N07 -> N10 -> N09 -> N05 -> N02 -> N14 -> N11 -> N03 -> N01 -> N04,protocol_parameter,sleep_cycle_factor,2.0
sleep_cycle_factor_2.00,bounded_blackout,1596.33,3575.412,1.0,False,159.165,456.804,841.575,14,11,3,N08 -> N06 -> N12 -> N13 -> N07 -> N10 -> N09 -> N05 -> N02 -> N14 -> N11 -> N03 -> N01 -> N04,protocol_parameter,sleep_cycle_factor,2.0
sleep_cycle_factor_2.00,genetic_algorithm,1618.787,3171.267,1.0,False,128.015,523.965,830.55,14,13,3,N02 -> N04 -> N01 -> N06 -> N13 -> N12 -> N10 -> N09 -> N05 -> N08 -> N07 -> N11 -> N03 -> N14,protocol_parameter,sleep_cycle_factor,2.0
sleep_cycle_factor_2.00,particle_swarm,1596.363,3219.117,1.0,False,122.515,444.468,883.635,14,12,3,N02 -> N08 -> N06 -> N13 -> N12 -> N07 -> N09 -> N10 -> N14 -> N05 -> N03 -> N11 -> N01 -> N04,protocol_parameter,sleep_cycle_factor,2.0
loss_factor_0.50,distance_only,1885.808,2906.071,1.0,False,188.258,833.626,810.01,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,loss_factor,0.5
loss_factor_0.50,ordinary_collection,1609.04,2926.059,1.0,False,115.011,542.191,823.011,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,loss_factor,0.5
loss_factor_0.50,protocol_aware,1358.536,3410.614,1.0,True,97.203,265.587,808.731,14,12,3,N14 -> N11 -> N10 -> N08 -> N07 -> N04 -> N05 -> N12 -> N09 -> N13 -> N06 -> N02 -> N01 -> N03,protocol_parameter,loss_factor,0.5
loss_factor_0.50,bounded_blackout,1325.162,4435.078,1.0,True,53.998,124.719,830.853,14,12,3,N08 -> N06 -> N14 -> N02 -> N13 -> N04 -> N11 -> N03 -> N09 -> N10 -> N12 -> N07 -> N05 -> N01,protocol_parameter,loss_factor,0.5
loss_factor_0.50,genetic_algorithm,1325.801,3802.981,1.0,True,74.952,200.232,808.654,14,11,3,N14 -> N03 -> N06 -> N08 -> N12 -> N09 -> N13 -> N11 -> N10 -> N04 -> N02 -> N07 -> N05 -> N01,protocol_parameter,loss_factor,0.5
loss_factor_0.50,particle_swarm,1381.277,4409.986,1.0,True,111.048,205.361,808.417,14,12,3,N02 -> N14 -> N06 -> N08 -> N01 -> N04 -> N10 -> N12 -> N09 -> N13 -> N05 -> N03 -> N11 -> N07,protocol_parameter,loss_factor,0.5
loss_factor_1.00,distance_only,2126.934,2906.071,1.0,False,203.015,1045.355,839.407,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,loss_factor,1.0
loss_factor_1.00,ordinary_collection,1609.248,2926.059,1.0,False,114.121,497.188,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,loss_factor,1.0
loss_factor_1.00,protocol_aware,1371.245,3147.929,1.0,True,87.981,244.276,864.642,14,12,3,N02 -> N12 -> N13 -> N06 -> N07 -> N08 -> N10 -> N05 -> N09 -> N11 -> N04 -> N01 -> N03 -> N14,protocol_parameter,loss_factor,1.0
loss_factor_1.00,bounded_blackout,1357.891,3023.825,1.0,True,56.461,231.51,874.396,14,13,3,N03 -> N11 -> N10 -> N12 -> N07 -> N09 -> N13 -> N06 -> N08 -> N05 -> N14 -> N01 -> N02 -> N04,protocol_parameter,loss_factor,1.0
loss_factor_1.00,genetic_algorithm,1493.225,4899.261,1.0,True,101.3,207.292,877.661,14,11,3,N12 -> N02 -> N09 -> N05 -> N06 -> N14 -> N13 -> N11 -> N08 -> N07 -> N04 -> N10 -> N01 -> N03,protocol_parameter,loss_factor,1.0
loss_factor_1.00,particle_swarm,1470.899,4027.962,1.0,True,116.623,301.32,833.915,14,11,3,N11 -> N13 -> N05 -> N10 -> N08 -> N12 -> N09 -> N03 -> N14 -> N02 -> N07 -> N04 -> N06 -> N01,protocol_parameter,loss_factor,1.0
loss_factor_1.50,distance_only,2128.087,2906.071,1.0,False,202.706,1014.363,871.551,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,loss_factor,1.5
loss_factor_1.50,ordinary_collection,1825.472,2926.059,1.0,False,186.686,661.187,920.447,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,loss_factor,1.5
loss_factor_1.50,protocol_aware,1374.122,3664.617,1.0,True,104.574,214.503,854.234,13,12,3,N01 -> N08 -> N13 -> N07 -> N02 -> N05 -> N10 -> N14 -> N06 -> N12 -> N09 -> N11 -> N03 -> N04,protocol_parameter,loss_factor,1.5
loss_factor_1.50,bounded_blackout,1466.14,4037.182,1.0,True,59.079,247.155,882.554,14,12,3,N08 -> N03 -> N11 -> N07 -> N12 -> N13 -> N14 -> N06 -> N10 -> N09 -> N02 -> N04 -> N05 -> N01,protocol_parameter,loss_factor,1.5
loss_factor_1.50,genetic_algorithm,1397.4,3967.09,1.0,True,99.686,221.108,845.701,13,12,3,N01 -> N11 -> N03 -> N05 -> N02 -> N07 -> N08 -> N12 -> N10 -> N09 -> N13 -> N14 -> N06 -> N04,protocol_parameter,loss_factor,1.5
loss_factor_1.50,particle_swarm,1395.678,4081.744,1.0,True,106.282,211.981,843.552,13,11,3,N01 -> N11 -> N03 -> N05 -> N02 -> N07 -> N08 -> N12 -> N10 -> N09 -> N06 -> N13 -> N14 -> N04,protocol_parameter,loss_factor,1.5
loss_factor_2.00,distance_only,2129.266,2906.071,1.0,False,202.373,980.212,906.882,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,loss_factor,2.0
loss_factor_2.00,ordinary_collection,1825.715,2926.059,1.0,False,186.474,600.229,981.647,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,loss_factor,2.0
loss_factor_2.00,protocol_aware,1403.303,3967.09,1.0,True,99.474,201.328,871.384,13,12,3,N01 -> N11 -> N03 -> N05 -> N02 -> N07 -> N08 -> N12 -> N10 -> N09 -> N13 -> N14 -> N06 -> N04,protocol_parameter,loss_factor,2.0
loss_factor_2.00,bounded_blackout,1419.729,3325.78,1.0,True,56.574,143.9,998.68,14,11,3,N02 -> N04 -> N01 -> N03 -> N11 -> N07 -> N10 -> N05 -> N12 -> N13 -> N09 -> N08 -> N06 -> N14,protocol_parameter,loss_factor,2.0
loss_factor_2.00,genetic_algorithm,1403.303,3967.09,1.0,True,99.474,201.328,871.384,13,12,3,N01 -> N11 -> N03 -> N05 -> N02 -> N07 -> N08 -> N12 -> N10 -> N09 -> N13 -> N14 -> N06 -> N04,protocol_parameter,loss_factor,2.0
loss_factor_2.00,particle_swarm,1403.303,3967.09,1.0,True,99.474,201.328,871.384,13,12,3,N01 -> N11 -> N03 -> N05 -> N02 -> N07 -> N08 -> N12 -> N10 -> N09 -> N13 -> N14 -> N06 -> N04,protocol_parameter,loss_factor,2.0
recovery_threshold_factor_0.50,distance_only,2126.934,2906.071,1.0,False,203.015,1044.555,840.207,14,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,recovery_threshold_factor,0.5
recovery_threshold_factor_0.50,ordinary_collection,1609.248,2926.059,1.0,False,114.121,497.188,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,recovery_threshold_factor,0.5
recovery_threshold_factor_0.50,protocol_aware,1371.245,3147.929,1.0,True,87.981,244.276,864.642,14,12,3,N02 -> N12 -> N13 -> N06 -> N07 -> N08 -> N10 -> N05 -> N09 -> N11 -> N04 -> N01 -> N03 -> N14,protocol_parameter,recovery_threshold_factor,0.5
recovery_threshold_factor_0.50,bounded_blackout,1357.891,3023.825,1.0,True,56.461,231.51,874.396,14,13,3,N03 -> N11 -> N10 -> N12 -> N07 -> N09 -> N13 -> N06 -> N08 -> N05 -> N14 -> N01 -> N02 -> N04,protocol_parameter,recovery_threshold_factor,0.5
recovery_threshold_factor_0.50,genetic_algorithm,1493.225,4899.261,1.0,True,101.3,207.292,877.661,14,11,3,N12 -> N02 -> N09 -> N05 -> N06 -> N14 -> N13 -> N11 -> N08 -> N07 -> N04 -> N10 -> N01 -> N03,protocol_parameter,recovery_threshold_factor,0.5
recovery_threshold_factor_0.50,particle_swarm,1470.899,4027.962,1.0,True,116.623,301.32,833.915,14,11,3,N11 -> N13 -> N05 -> N10 -> N08 -> N12 -> N09 -> N03 -> N14 -> N02 -> N07 -> N04 -> N06 -> N01,protocol_parameter,recovery_threshold_factor,0.5
recovery_threshold_factor_1.00,distance_only,2126.934,2906.071,1.0,False,203.015,1045.355,839.407,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,recovery_threshold_factor,1.0
recovery_threshold_factor_1.00,ordinary_collection,1609.248,2926.059,1.0,False,114.121,497.188,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,recovery_threshold_factor,1.0
recovery_threshold_factor_1.00,protocol_aware,1371.245,3147.929,1.0,True,87.981,244.276,864.642,14,12,3,N02 -> N12 -> N13 -> N06 -> N07 -> N08 -> N10 -> N05 -> N09 -> N11 -> N04 -> N01 -> N03 -> N14,protocol_parameter,recovery_threshold_factor,1.0
recovery_threshold_factor_1.00,bounded_blackout,1357.891,3023.825,1.0,True,56.461,231.51,874.396,14,13,3,N03 -> N11 -> N10 -> N12 -> N07 -> N09 -> N13 -> N06 -> N08 -> N05 -> N14 -> N01 -> N02 -> N04,protocol_parameter,recovery_threshold_factor,1.0
recovery_threshold_factor_1.00,genetic_algorithm,1493.225,4899.261,1.0,True,101.3,207.292,877.661,14,11,3,N12 -> N02 -> N09 -> N05 -> N06 -> N14 -> N13 -> N11 -> N08 -> N07 -> N04 -> N10 -> N01 -> N03,protocol_parameter,recovery_threshold_factor,1.0
recovery_threshold_factor_1.00,particle_swarm,1470.899,4027.962,1.0,True,116.623,301.32,833.915,14,11,3,N11 -> N13 -> N05 -> N10 -> N08 -> N12 -> N09 -> N03 -> N14 -> N02 -> N07 -> N04 -> N06 -> N01,protocol_parameter,recovery_threshold_factor,1.0
recovery_threshold_factor_1.50,distance_only,2126.934,2906.071,1.0,False,203.015,1045.355,839.407,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,recovery_threshold_factor,1.5
recovery_threshold_factor_1.50,ordinary_collection,1609.248,2926.059,1.0,False,114.121,497.188,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,recovery_threshold_factor,1.5
recovery_threshold_factor_1.50,protocol_aware,1371.245,3147.929,1.0,True,87.981,244.276,864.642,14,12,3,N02 -> N12 -> N13 -> N06 -> N07 -> N08 -> N10 -> N05 -> N09 -> N11 -> N04 -> N01 -> N03 -> N14,protocol_parameter,recovery_threshold_factor,1.5
recovery_threshold_factor_1.50,bounded_blackout,1357.891,3023.825,1.0,True,56.461,231.51,874.396,14,13,3,N03 -> N11 -> N10 -> N12 -> N07 -> N09 -> N13 -> N06 -> N08 -> N05 -> N14 -> N01 -> N02 -> N04,protocol_parameter,recovery_threshold_factor,1.5
recovery_threshold_factor_1.50,genetic_algorithm,1493.225,4899.261,1.0,True,101.3,207.292,877.661,14,11,3,N12 -> N02 -> N09 -> N05 -> N06 -> N14 -> N13 -> N11 -> N08 -> N07 -> N04 -> N10 -> N01 -> N03,protocol_parameter,recovery_threshold_factor,1.5
recovery_threshold_factor_1.50,particle_swarm,1470.899,4027.962,1.0,True,116.623,301.32,833.915,14,11,3,N11 -> N13 -> N05 -> N10 -> N08 -> N12 -> N09 -> N03 -> N14 -> N02 -> N07 -> N04 -> N06 -> N01,protocol_parameter,recovery_threshold_factor,1.5
recovery_threshold_factor_2.00,distance_only,2126.934,2906.071,1.0,False,203.015,1045.355,839.407,13,13,3,N01 -> N02 -> N03 -> N04 -> N05 -> N06 -> N07 -> N08 -> N13 -> N12 -> N09 -> N10 -> N11 -> N14,protocol_parameter,recovery_threshold_factor,2.0
recovery_threshold_factor_2.00,ordinary_collection,1609.248,2926.059,1.0,False,114.121,497.188,868.222,14,13,3,N14 -> N11 -> N10 -> N09 -> N12 -> N13 -> N08 -> N07 -> N06 -> N05 -> N04 -> N03 -> N02 -> N01,protocol_parameter,recovery_threshold_factor,2.0
recovery_threshold_factor_2.00,protocol_aware,1371.245,3147.929,1.0,True,87.981,244.276,864.642,14,12,3,N02 -> N12 -> N13 -> N06 -> N07 -> N08 -> N10 -> N05 -> N09 -> N11 -> N04 -> N01 -> N03 -> N14,protocol_parameter,recovery_threshold_factor,2.0
recovery_threshold_factor_2.00,bounded_blackout,1357.891,3023.825,1.0,True,56.461,231.51,874.396,14,13,3,N03 -> N11 -> N10 -> N12 -> N07 -> N09 -> N13 -> N06 -> N08 -> N05 -> N14 -> N01 -> N02 -> N04,protocol_parameter,recovery_threshold_factor,2.0
recovery_threshold_factor_2.00,genetic_algorithm,1493.225,4899.261,1.0,True,101.3,207.292,877.661,14,11,3,N12 -> N02 -> N09 -> N05 -> N06 -> N14 -> N13 -> N11 -> N08 -> N07 -> N04 -> N10 -> N01 -> N03,protocol_parameter,recovery_threshold_factor,2.0
recovery_threshold_factor_2.00,particle_swarm,1470.899,4027.962,1.0,True,116.623,301.32,833.915,14,11,3,N11 -> N13 -> N05 -> N10 -> N08 -> N12 -> N09 -> N03 -> N14 -> N02 -> N07 -> N04 -> N06 -> N01,protocol_parameter,recovery_threshold_factor,2.0
