profile_variant,scenario,scenario_seed,planner,node_count,lora_nodes,zigbee_nodes,ble_nodes,wifi_nodes,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,mission_feasible,wait_time_s,service_time_s,protocol_switches,radio_obstacle_hits,runtime_ms,route
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_125,125,particle_swarm,14,2,7,2,3,2282.284,3991.87,97.048,0,0,209.93,1785.29,9,5,223.665,N08 -> N02 -> N13 -> N12 -> N10 -> N11 -> N06 -> N03 -> N04 -> N05 -> N09 -> N07 -> N14 -> N01
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_126,126,distance_only,14,3,8,1,2,2751.11,2381.425,239.393,0,0,1081.755,1479.268,9,2,0.027,N10 -> N05 -> N01 -> N11 -> N13 -> N09 -> N14 -> N02 -> N04 -> N03 -> N08 -> N06 -> N12 -> N07
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_126,126,ordinary_collection,14,3,8,1,2,2631.11,2419.463,246.967,0,0,946.139,1491.848,11,2,9.4,N10 -> N01 -> N05 -> N11 -> N13 -> N14 -> N09 -> N02 -> N04 -> N03 -> N06 -> N08 -> N12 -> N07
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_126,126,protocol_aware,14,3,8,1,2,2069.08,3557.271,85.13,1,0,309.719,1475.417,10,2,397.112,N14 -> N13 -> N11 -> N02 -> N04 -> N03 -> N12 -> N06 -> N09 -> N07 -> N08 -> N05 -> N10 -> N01
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_126,126,bounded_blackout,14,3,8,1,2,2047.36,4301.676,56.724,1,0,159.776,1544.221,10,2,2379.138,N05 -> N13 -> N01 -> N06 -> N09 -> N07 -> N10 -> N11 -> N03 -> N14 -> N08 -> N02 -> N04 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_126,126,genetic_algorithm,14,3,8,1,2,2018.308,2923.181,68.142,1,0,221.679,1563.298,8,2,676.695,N07 -> N06 -> N11 -> N08 -> N12 -> N04 -> N09 -> N02 -> N01 -> N14 -> N13 -> N05 -> N10 -> N03
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_126,126,particle_swarm,14,3,8,1,2,2019.08,3199.184,107.42,0,0,280.972,1482.747,9,2,188.56,N13 -> N01 -> N02 -> N14 -> N09 -> N11 -> N04 -> N03 -> N12 -> N06 -> N08 -> N05 -> N10 -> N07
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_127,127,distance_only,14,4,8,1,1,2859.223,2660.111,257.292,0,0,910.258,1706.364,10,2,0.033,N06 -> N02 -> N11 -> N07 -> N03 -> N13 -> N08 -> N05 -> N04 -> N14 -> N09 -> N01 -> N12 -> N10
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_127,127,ordinary_collection,14,4,8,1,1,2781.417,2659.268,217.43,0,0,813.082,1725.811,9,2,10.867,N06 -> N10 -> N12 -> N01 -> N14 -> N09 -> N04 -> N05 -> N03 -> N08 -> N13 -> N07 -> N11 -> N02
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_127,127,protocol_aware,14,4,8,1,1,2281.384,3108.168,79.955,1,0,284.799,1713.12,7,2,468.375,N07 -> N02 -> N10 -> N05 -> N14 -> N12 -> N09 -> N01 -> N08 -> N03 -> N13 -> N11 -> N06 -> N04
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_127,127,bounded_blackout,14,4,8,1,1,2273.013,2890.797,72.426,1,0,219.976,1789.397,7,2,2768.142,N06 -> N04 -> N02 -> N10 -> N05 -> N14 -> N03 -> N12 -> N09 -> N01 -> N08 -> N07 -> N13 -> N11
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_127,127,genetic_algorithm,14,4,8,1,1,2353.866,3718.949,114.946,0,0,311.106,1703.593,9,2,718.971,N06 -> N08 -> N11 -> N07 -> N03 -> N09 -> N05 -> N13 -> N12 -> N14 -> N04 -> N02 -> N10 -> N01
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_127,127,particle_swarm,14,4,8,1,1,2356.462,3343.737,104.135,0,0,310.619,1740.895,9,2,253.671,N06 -> N08 -> N13 -> N10 -> N03 -> N05 -> N07 -> N14 -> N09 -> N04 -> N02 -> N12 -> N11 -> N01
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_128,128,distance_only,14,3,6,3,2,3130.084,2767.491,130.984,0,0,852.37,2042.393,8,4,0.026,N14 -> N13 -> N05 -> N01 -> N08 -> N03 -> N11 -> N06 -> N12 -> N02 -> N10 -> N07 -> N09 -> N04
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_128,128,ordinary_collection,14,3,6,3,2,3162.823,2401.982,290.877,0,0,874.157,2084.424,9,4,25.565,N14 -> N06 -> N11 -> N13 -> N05 -> N01 -> N08 -> N02 -> N12 -> N04 -> N09 -> N10 -> N07 -> N03
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_128,128,protocol_aware,14,3,6,3,2,2505.789,3272.004,82.054,1,0,159.288,2068.281,10,4,315.466,N09 -> N04 -> N02 -> N12 -> N13 -> N14 -> N08 -> N07 -> N01 -> N03 -> N10 -> N11 -> N06 -> N05
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_128,128,bounded_blackout,14,3,6,3,2,2505.789,3272.004,82.054,1,0,159.288,2068.281,10,4,2052.675,N09 -> N04 -> N02 -> N12 -> N13 -> N14 -> N08 -> N07 -> N01 -> N03 -> N10 -> N11 -> N06 -> N05
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_128,128,genetic_algorithm,14,3,6,3,2,2505.789,3272.004,82.054,1,0,159.288,2068.281,10,4,734.07,N09 -> N04 -> N02 -> N12 -> N13 -> N14 -> N08 -> N07 -> N01 -> N03 -> N10 -> N11 -> N06 -> N05
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_128,128,particle_swarm,14,3,6,3,2,2505.789,3272.004,82.054,1,0,159.288,2068.281,10,4,286.906,N09 -> N04 -> N02 -> N12 -> N13 -> N14 -> N08 -> N07 -> N01 -> N03 -> N10 -> N11 -> N06 -> N05
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_129,129,distance_only,14,1,8,3,2,1442.356,2859.521,115.513,0,1,577.444,654.382,9,1,0.033,N11 -> N10 -> N13 -> N06 -> N08 -> N07 -> N01 -> N02 -> N03 -> N09 -> N04 -> N14 -> N05 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_129,129,ordinary_collection,14,1,8,3,2,1504.327,2714.724,105.28,0,0,647.752,656.704,9,1,17.309,N11 -> N06 -> N02 -> N01 -> N07 -> N08 -> N03 -> N14 -> N04 -> N09 -> N05 -> N12 -> N13 -> N10
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_129,129,protocol_aware,14,1,8,3,2,1072.484,3648.491,82.573,1,1,157.593,646.273,6,1,274.638,N13 -> N11 -> N10 -> N07 -> N14 -> N04 -> N01 -> N02 -> N03 -> N08 -> N05 -> N09 -> N06 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_129,129,bounded_blackout,14,1,8,3,2,973.798,3486.916,55.532,1,1,57.234,659.841,7,1,1723.783,N13 -> N11 -> N12 -> N03 -> N08 -> N07 -> N09 -> N14 -> N04 -> N05 -> N02 -> N06 -> N10 -> N01
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_129,129,genetic_algorithm,14,1,8,3,2,1072.484,3648.491,82.573,1,1,157.593,646.273,6,1,671.855,N13 -> N11 -> N10 -> N07 -> N14 -> N04 -> N01 -> N02 -> N03 -> N08 -> N05 -> N09 -> N06 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_129,129,particle_swarm,14,1,8,3,2,1072.484,3648.491,82.573,1,1,157.593,646.273,6,1,244.854,N13 -> N11 -> N10 -> N07 -> N14 -> N04 -> N01 -> N02 -> N03 -> N08 -> N05 -> N09 -> N06 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_130,130,distance_only,14,3,3,3,5,2901.172,2518.863,259.112,0,0,934.222,1732.269,12,4,0.025,N12 -> N14 -> N09 -> N01 -> N10 -> N03 -> N11 -> N07 -> N06 -> N04 -> N08 -> N02 -> N13 -> N05
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_130,130,ordinary_collection,14,3,3,3,5,2842.033,2432.892,259.112,0,0,883.468,1731.894,12,4,12.221,N12 -> N14 -> N09 -> N01 -> N10 -> N03 -> N06 -> N07 -> N11 -> N04 -> N08 -> N05 -> N02 -> N13
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_130,130,protocol_aware,14,3,3,3,5,2511.654,3840.799,120.993,0,0,407.959,1745.85,11,4,201.836,N08 -> N12 -> N10 -> N06 -> N04 -> N01 -> N11 -> N03 -> N07 -> N13 -> N09 -> N02 -> N05 -> N14
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_130,130,bounded_blackout,14,3,3,3,5,2228.228,3156.258,56.265,1,0,148.707,1785.454,11,4,1566.094,N13 -> N14 -> N02 -> N12 -> N01 -> N03 -> N11 -> N10 -> N07 -> N06 -> N09 -> N08 -> N05 -> N04
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_130,130,genetic_algorithm,14,3,3,3,5,2363.651,3659.787,115.068,0,0,252.831,1769.84,9,4,684.876,N12 -> N01 -> N03 -> N04 -> N10 -> N11 -> N07 -> N02 -> N09 -> N06 -> N05 -> N14 -> N08 -> N13
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_130,130,particle_swarm,14,3,3,3,5,2336.066,3469.98,97.188,0,0,229.328,1783.442,12,4,208.46,N01 -> N10 -> N07 -> N03 -> N08 -> N06 -> N11 -> N09 -> N12 -> N02 -> N04 -> N13 -> N14 -> N05
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_131,131,distance_only,14,5,3,1,5,3234.737,2659.505,190.58,0,0,1091.685,1894.263,9,1,0.028,N10 -> N07 -> N08 -> N01 -> N02 -> N09 -> N13 -> N06 -> N03 -> N04 -> N12 -> N11 -> N05 -> N14
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_131,131,ordinary_collection,14,5,3,1,5,3234.722,2625.622,190.58,0,0,1096.051,1893.052,8,1,10.835,N10 -> N07 -> N08 -> N01 -> N02 -> N09 -> N06 -> N13 -> N03 -> N04 -> N12 -> N11 -> N05 -> N14
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_131,131,protocol_aware,14,5,3,1,5,2717.38,3519.078,120.307,0,0,444.396,1943.784,8,1,240.732,N06 -> N13 -> N07 -> N01 -> N14 -> N09 -> N05 -> N08 -> N03 -> N11 -> N04 -> N10 -> N12 -> N02
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_131,131,bounded_blackout,14,5,3,1,5,2708.302,2889.133,101.518,0,0,466.827,1971.206,10,1,1594.807,N05 -> N01 -> N14 -> N11 -> N04 -> N03 -> N13 -> N08 -> N09 -> N02 -> N07 -> N06 -> N12 -> N10
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_131,131,genetic_algorithm,14,5,3,1,5,2717.38,3574.336,102.61,0,0,432.931,1950.081,8,1,673.472,N06 -> N07 -> N13 -> N01 -> N14 -> N09 -> N05 -> N08 -> N03 -> N11 -> N04 -> N10 -> N12 -> N02
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_131,131,particle_swarm,14,5,3,1,5,2667.361,4341.346,104.921,0,0,385.323,1875.918,8,1,227.699,N13 -> N06 -> N11 -> N01 -> N14 -> N09 -> N05 -> N08 -> N03 -> N10 -> N02 -> N07 -> N04 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_132,132,distance_only,14,5,3,2,4,2791.628,3088.243,174.219,0,0,655.234,1864.279,10,0,0.025,N01 -> N10 -> N12 -> N14 -> N02 -> N03 -> N06 -> N04 -> N05 -> N11 -> N09 -> N08 -> N07 -> N13
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_132,132,ordinary_collection,14,5,3,2,4,2797.09,2371.262,170.383,0,0,707.187,1880.963,8,0,16.154,N10 -> N02 -> N03 -> N13 -> N06 -> N04 -> N05 -> N11 -> N09 -> N08 -> N07 -> N14 -> N12 -> N01
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_132,132,protocol_aware,14,5,3,2,4,2432.027,3298.812,85.632,1,0,288.159,1853.198,11,0,191.426,N01 -> N10 -> N12 -> N08 -> N04 -> N03 -> N13 -> N07 -> N06 -> N02 -> N14 -> N09 -> N05 -> N11
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_132,132,bounded_blackout,14,5,3,2,4,2432.027,3298.812,85.632,1,0,288.159,1853.198,11,0,1435.819,N01 -> N10 -> N12 -> N08 -> N04 -> N03 -> N13 -> N07 -> N06 -> N02 -> N14 -> N09 -> N05 -> N11
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_132,132,genetic_algorithm,14,5,3,2,4,2444.318,2743.515,86.024,1,0,397.769,1804.809,8,0,664.186,N14 -> N12 -> N02 -> N10 -> N01 -> N03 -> N04 -> N06 -> N13 -> N07 -> N08 -> N09 -> N05 -> N11
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_132,132,particle_swarm,14,5,3,2,4,2444.318,2743.515,86.024,1,0,397.769,1804.809,8,0,221.857,N14 -> N12 -> N02 -> N10 -> N01 -> N03 -> N04 -> N06 -> N13 -> N07 -> N08 -> N09 -> N05 -> N11
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_133,133,distance_only,14,6,3,0,5,3689.969,2894.589,193.467,0,0,1027.739,2432.301,8,0,0.026,N11 -> N07 -> N01 -> N03 -> N09 -> N10 -> N08 -> N14 -> N02 -> N06 -> N05 -> N04 -> N13 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_133,133,ordinary_collection,14,6,3,0,5,3957.634,2547.351,289.622,0,0,1263.99,2491.298,9,0,10.711,N07 -> N01 -> N03 -> N09 -> N12 -> N08 -> N10 -> N14 -> N02 -> N06 -> N05 -> N04 -> N13 -> N11
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_133,133,protocol_aware,14,6,3,0,5,2990.858,3288.154,116.48,0,0,325.615,2404.051,10,0,410.249,N12 -> N08 -> N03 -> N09 -> N05 -> N14 -> N13 -> N06 -> N10 -> N04 -> N02 -> N07 -> N01 -> N11
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_133,133,bounded_blackout,14,6,3,0,5,2987.906,2734.55,62.861,1,0,236.333,2534.356,11,0,2351.358,N02 -> N01 -> N10 -> N13 -> N11 -> N06 -> N05 -> N04 -> N09 -> N14 -> N03 -> N08 -> N12 -> N07
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_133,133,genetic_algorithm,14,6,3,0,5,3202.69,4130.327,101.976,0,0,347.493,2527.108,9,0,672.123,N05 -> N12 -> N09 -> N14 -> N04 -> N07 -> N11 -> N02 -> N10 -> N06 -> N01 -> N08 -> N03 -> N13
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_133,133,particle_swarm,14,6,3,0,5,3195.024,3795.941,144.149,0,0,402.521,2490.975,8,0,195.588,N10 -> N12 -> N06 -> N07 -> N11 -> N09 -> N05 -> N08 -> N01 -> N04 -> N02 -> N14 -> N03 -> N13
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_134,134,distance_only,14,2,6,4,2,1661.198,2227.305,134.21,0,0,773.573,705.388,12,0,0.025,N04 -> N10 -> N09 -> N05 -> N07 -> N12 -> N08 -> N01 -> N14 -> N13 -> N03 -> N06 -> N11 -> N02
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_134,134,ordinary_collection,14,2,6,4,2,1839.709,2313.541,272.263,0,0,935.4,715.017,11,0,14.256,N02 -> N06 -> N11 -> N14 -> N01 -> N13 -> N03 -> N08 -> N12 -> N07 -> N05 -> N09 -> N10 -> N04
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_134,134,protocol_aware,14,2,6,4,2,1280.801,3157.222,112.908,0,1,275.948,746.531,12,0,275.62,N06 -> N10 -> N02 -> N11 -> N01 -> N03 -> N13 -> N12 -> N07 -> N05 -> N08 -> N04 -> N14 -> N09
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_134,134,bounded_blackout,14,2,6,4,2,1267.084,4113.171,54.037,1,1,180.644,749.904,10,0,1989.563,N04 -> N07 -> N03 -> N12 -> N10 -> N13 -> N09 -> N06 -> N08 -> N01 -> N14 -> N02 -> N05 -> N11
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_134,134,genetic_algorithm,14,2,6,4,2,1280.801,3157.222,112.908,0,1,265.262,757.217,12,0,732.091,N06 -> N02 -> N10 -> N01 -> N03 -> N11 -> N13 -> N12 -> N07 -> N05 -> N08 -> N04 -> N14 -> N09
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_134,134,particle_swarm,14,2,6,4,2,1199.485,3068.282,63.655,1,1,181.66,766.781,9,0,246.145,N02 -> N06 -> N10 -> N13 -> N07 -> N11 -> N01 -> N03 -> N12 -> N05 -> N14 -> N08 -> N09 -> N04
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_135,135,distance_only,14,4,2,6,2,3656.849,2584.05,216.51,0,0,703.567,2735.849,11,3,0.025,N04 -> N09 -> N08 -> N13 -> N06 -> N03 -> N07 -> N02 -> N11 -> N14 -> N01 -> N05 -> N12 -> N10
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_135,135,ordinary_collection,14,4,2,6,2,4141.383,2325.541,280.187,0,0,1132.51,2813.19,11,3,9.504,N04 -> N10 -> N12 -> N05 -> N01 -> N14 -> N06 -> N03 -> N07 -> N02 -> N13 -> N11 -> N08 -> N09
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_135,135,protocol_aware,14,4,2,6,2,3339.993,3734.456,72.628,1,0,216.795,2808.963,8,3,288.674,N10 -> N03 -> N09 -> N04 -> N07 -> N02 -> N05 -> N12 -> N14 -> N01 -> N11 -> N13 -> N08 -> N06
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_135,135,bounded_blackout,14,4,2,6,2,3339.993,3734.456,72.628,1,0,216.795,2808.963,8,3,1908.907,N10 -> N03 -> N09 -> N04 -> N07 -> N02 -> N05 -> N12 -> N14 -> N01 -> N11 -> N13 -> N08 -> N06
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_135,135,genetic_algorithm,14,4,2,6,2,3339.993,3734.456,72.628,1,0,216.795,2808.963,8,3,706.126,N10 -> N03 -> N09 -> N04 -> N07 -> N02 -> N05 -> N12 -> N14 -> N01 -> N11 -> N13 -> N08 -> N06
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_135,135,particle_swarm,14,4,2,6,2,3339.993,3734.456,72.628,1,0,216.795,2808.963,8,3,242.595,N10 -> N03 -> N09 -> N04 -> N07 -> N02 -> N05 -> N12 -> N14 -> N01 -> N11 -> N13 -> N08 -> N06
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_136,136,distance_only,14,2,3,5,4,1809.869,2334.773,108.048,0,0,593.683,1019.099,10,4,0.025,N10 -> N07 -> N05 -> N13 -> N12 -> N03 -> N06 -> N01 -> N04 -> N11 -> N09 -> N02 -> N14 -> N08
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_136,136,ordinary_collection,14,2,3,5,4,1756.586,2247.85,163.899,0,0,618.451,948.385,9,4,10.831,N05 -> N13 -> N12 -> N08 -> N03 -> N06 -> N01 -> N04 -> N11 -> N09 -> N02 -> N14 -> N07 -> N10
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_136,136,protocol_aware,14,2,3,5,4,1416.985,3495.972,103.899,0,1,188.179,933.698,8,4,181.42,N10 -> N05 -> N07 -> N02 -> N14 -> N09 -> N06 -> N11 -> N01 -> N04 -> N03 -> N13 -> N12 -> N08
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_136,136,bounded_blackout,14,2,3,5,4,1418.139,3229.036,53.423,1,1,138.034,1007.53,8,4,1341.772,N12 -> N10 -> N05 -> N14 -> N09 -> N04 -> N02 -> N11 -> N07 -> N13 -> N03 -> N06 -> N01 -> N08
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_136,136,genetic_algorithm,14,2,3,5,4,1416.985,3495.972,103.899,0,1,188.179,933.698,8,4,709.191,N10 -> N05 -> N07 -> N02 -> N14 -> N09 -> N06 -> N11 -> N01 -> N04 -> N03 -> N13 -> N12 -> N08
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_136,136,particle_swarm,14,2,3,5,4,1416.985,3495.972,103.899,0,1,188.179,933.698,8,4,207.718,N10 -> N05 -> N07 -> N02 -> N14 -> N09 -> N06 -> N11 -> N01 -> N04 -> N03 -> N13 -> N12 -> N08
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_137,137,distance_only,14,3,4,3,4,2358.864,2633.672,254.695,0,0,1000.221,1136.996,12,1,0.026,N12 -> N14 -> N01 -> N10 -> N09 -> N07 -> N13 -> N11 -> N02 -> N03 -> N05 -> N08 -> N06 -> N04
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_137,137,ordinary_collection,14,3,4,3,4,1975.682,2631.437,126.922,0,0,616.219,1138.003,11,1,15.193,N01 -> N10 -> N09 -> N07 -> N13 -> N11 -> N03 -> N02 -> N05 -> N08 -> N06 -> N04 -> N14 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_137,137,protocol_aware,14,3,4,3,4,1673.347,3868.29,99.738,0,0,215.171,1132.624,7,1,324.258,N05 -> N02 -> N04 -> N03 -> N13 -> N11 -> N09 -> N10 -> N06 -> N08 -> N01 -> N07 -> N14 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_137,137,bounded_blackout,14,3,4,3,4,1612.414,3275.985,75.172,1,0,118.237,1218.473,11,1,1624.247,N14 -> N08 -> N01 -> N06 -> N03 -> N05 -> N02 -> N10 -> N09 -> N07 -> N12 -> N04 -> N11 -> N13
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_137,137,genetic_algorithm,14,3,4,3,4,1673.347,3868.29,99.738,0,0,215.171,1132.624,7,1,663.824,N05 -> N02 -> N04 -> N03 -> N13 -> N11 -> N09 -> N10 -> N06 -> N08 -> N01 -> N07 -> N14 -> N12
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_137,137,particle_swarm,14,3,4,3,4,1815.112,4974.865,103.303,0,0,209.658,1186.773,10,1,189.838,N05 -> N02 -> N10 -> N04 -> N09 -> N07 -> N06 -> N11 -> N13 -> N08 -> N01 -> N14 -> N12 -> N03
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_138,138,distance_only,14,3,5,1,5,3086.933,2684.763,261.138,0,0,998.806,1868.21,10,3,0.024,N10 -> N08 -> N05 -> N04 -> N11 -> N02 -> N14 -> N12 -> N03 -> N13 -> N06 -> N07 -> N01 -> N09
public_measurement_informed,random_heterogeneous_iot_public_measurement_informed_seed_138,138,ordinary_collection,14,3,5,1,5,2862.312,2369.4,248.764,0,0,904.597,1763.63,9,3,19.958,N10 -> N08 -> N06 -> N13 -> N03 -> N07 -> N01 -> N09 -> N12 -> N14 -> N02 -> N04 -> N05 -> N11
