profile_variant,scenario,scenario_seed,planner,total_time_s,max_blackout_s,mean_gap_s,average_silence_age_s,mean_collection_completion_s,meets_90s_budget,runtime_ms,route
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_134,134,protocol_aware_time,1295.733,104.843,40.511,13.183,449.805,0,269.226,N04 -> N05 -> N14 -> N08 -> N12 -> N01 -> N07 -> N09 -> N13 -> N03 -> N10 -> N06 -> N11 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_134,134,soft_penalty_w12,1388.888,76.272,46.721,13.599,536.302,1,212.493,N04 -> N05 -> N14 -> N08 -> N12 -> N03 -> N07 -> N09 -> N01 -> N10 -> N02 -> N11 -> N06 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_134,134,average_gap,1295.733,92.716,40.511,12.105,455.942,0,870.072,N04 -> N05 -> N14 -> N08 -> N12 -> N01 -> N07 -> N09 -> N03 -> N13 -> N10 -> N06 -> N11 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_134,134,freshness_focused,1459.596,172.479,51.435,25.392,377.008,0,1027.24,N04 -> N05 -> N14 -> N08 -> N13 -> N01 -> N07 -> N09 -> N12 -> N06 -> N02 -> N03 -> N11 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_134,134,bounded_beta90,1295.733,54.701,40.511,9.849,524.3,1,1786.444,N04 -> N07 -> N03 -> N01 -> N14 -> N12 -> N13 -> N09 -> N05 -> N10 -> N08 -> N06 -> N11 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_135,135,protocol_aware_time,3535.764,112.069,47.779,6.381,2659.462,0,326.136,N08 -> N04 -> N01 -> N05 -> N12 -> N10 -> N06 -> N03 -> N14 -> N07 -> N09 -> N13 -> N02 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_135,135,soft_penalty_w12,3648.665,87.52,55.306,7.275,1762.96,1,442.535,N12 -> N01 -> N04 -> N14 -> N05 -> N09 -> N07 -> N02 -> N03 -> N06 -> N08 -> N11 -> N13 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_135,135,average_gap,3535.764,112.069,47.779,6.381,2659.462,0,980.69,N08 -> N04 -> N01 -> N05 -> N12 -> N10 -> N06 -> N03 -> N14 -> N07 -> N09 -> N13 -> N02 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_135,135,freshness_focused,4133.982,316.055,87.66,28.093,1384.333,0,976.135,N13 -> N12 -> N14 -> N10 -> N01 -> N11 -> N02 -> N05 -> N04 -> N06 -> N07 -> N03 -> N08 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_135,135,bounded_beta90,3488.591,77.413,44.634,4.999,930.011,1,2149.146,N13 -> N09 -> N10 -> N05 -> N01 -> N14 -> N12 -> N11 -> N06 -> N03 -> N07 -> N02 -> N08 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_136,136,protocol_aware_time,1565.853,78.463,42.795,10.302,791.141,1,259.1,N05 -> N10 -> N04 -> N06 -> N12 -> N03 -> N13 -> N01 -> N02 -> N11 -> N08 -> N14 -> N09 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_136,136,soft_penalty_w12,1624.603,87.186,46.712,12.698,905.657,1,300.31,N04 -> N11 -> N02 -> N08 -> N06 -> N10 -> N14 -> N09 -> N07 -> N13 -> N01 -> N03 -> N12 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_136,136,average_gap,1565.853,78.463,42.795,10.302,791.141,1,876.92,N05 -> N10 -> N04 -> N06 -> N12 -> N03 -> N13 -> N01 -> N02 -> N11 -> N08 -> N14 -> N09 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_136,136,freshness_focused,1809.978,278.108,59.07,31.334,511.644,0,816.327,N05 -> N07 -> N10 -> N14 -> N01 -> N06 -> N11 -> N04 -> N02 -> N09 -> N13 -> N12 -> N08 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_136,136,bounded_beta90,1565.853,67.985,42.796,9.804,759.365,1,1744.028,N03 -> N10 -> N11 -> N06 -> N13 -> N12 -> N05 -> N01 -> N02 -> N04 -> N08 -> N14 -> N09 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_137,137,protocol_aware_time,1928.967,118.127,53.083,15.822,643.004,0,377.76,N10 -> N13 -> N11 -> N05 -> N06 -> N02 -> N04 -> N08 -> N09 -> N07 -> N14 -> N12 -> N03 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_137,137,soft_penalty_w12,1868.619,74.013,49.06,11.05,1167.396,1,496.948,N12 -> N03 -> N04 -> N05 -> N01 -> N13 -> N11 -> N09 -> N02 -> N08 -> N10 -> N07 -> N06 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_137,137,average_gap,1928.967,118.127,53.083,15.822,643.004,0,993.523,N10 -> N13 -> N11 -> N05 -> N06 -> N02 -> N04 -> N08 -> N09 -> N07 -> N14 -> N12 -> N03 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_137,137,freshness_focused,2226.767,327.112,72.936,38.749,547.019,0,1014.798,N10 -> N13 -> N11 -> N05 -> N06 -> N02 -> N04 -> N03 -> N09 -> N07 -> N14 -> N12 -> N08 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_137,137,bounded_beta90,1988.619,81.35,57.06,13.768,1157.735,1,2189.537,N12 -> N02 -> N04 -> N10 -> N01 -> N06 -> N03 -> N09 -> N13 -> N05 -> N11 -> N07 -> N08 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_138,138,protocol_aware_time,2458.241,121.16,43.911,8.738,1042.862,0,172.082,N05 -> N12 -> N13 -> N06 -> N10 -> N02 -> N04 -> N09 -> N14 -> N01 -> N08 -> N03 -> N07 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_138,138,soft_penalty_w12,2666.481,82.693,57.794,10.438,938.993,1,377.611,N02 -> N10 -> N08 -> N06 -> N07 -> N14 -> N04 -> N09 -> N05 -> N12 -> N13 -> N01 -> N11 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_138,138,average_gap,2458.241,98.488,43.911,8.355,1042.862,0,624.619,N05 -> N12 -> N13 -> N06 -> N10 -> N02 -> N04 -> N09 -> N14 -> N08 -> N01 -> N03 -> N07 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_138,138,freshness_focused,2901.999,250.234,73.495,22.334,928.542,0,566.721,N11 -> N02 -> N04 -> N09 -> N07 -> N08 -> N06 -> N12 -> N14 -> N01 -> N10 -> N03 -> N05 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_138,138,bounded_beta90,2521.63,71.421,48.137,7.571,1500.293,1,1408.564,N02 -> N03 -> N08 -> N09 -> N01 -> N13 -> N10 -> N04 -> N12 -> N14 -> N07 -> N06 -> N11 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_139,139,protocol_aware_time,3123.109,193.705,60.327,13.12,960.58,0,370.431,N12 -> N13 -> N03 -> N04 -> N02 -> N05 -> N10 -> N08 -> N11 -> N09 -> N14 -> N06 -> N07 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_139,139,soft_penalty_w12,2994.032,106.383,51.722,8.681,1995.995,0,421.363,N08 -> N06 -> N12 -> N09 -> N04 -> N14 -> N03 -> N13 -> N02 -> N01 -> N07 -> N05 -> N11 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_139,139,average_gap,2994.032,106.383,51.722,8.591,1990.488,0,1004.025,N08 -> N06 -> N12 -> N09 -> N14 -> N03 -> N04 -> N13 -> N02 -> N01 -> N07 -> N05 -> N11 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_139,139,freshness_focused,3123.109,204.941,60.327,14.905,874.733,0,1085.253,N12 -> N13 -> N03 -> N04 -> N02 -> N05 -> N11 -> N10 -> N08 -> N14 -> N09 -> N06 -> N07 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_139,139,bounded_beta90,3228.646,104.183,67.363,12.38,1628.505,0,2134.969,N11 -> N13 -> N14 -> N08 -> N06 -> N12 -> N03 -> N04 -> N02 -> N01 -> N07 -> N05 -> N09 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_140,140,protocol_aware_time,1830.51,137.685,47.842,15.172,570.07,0,210.488,N14 -> N09 -> N06 -> N07 -> N02 -> N08 -> N04 -> N11 -> N03 -> N05 -> N10 -> N13 -> N12 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_140,140,soft_penalty_w12,1903.618,80.765,52.716,12.056,774.05,1,242.012,N14 -> N06 -> N11 -> N03 -> N02 -> N08 -> N13 -> N01 -> N09 -> N07 -> N10 -> N04 -> N12 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_140,140,average_gap,1830.51,137.685,47.842,15.581,570.07,0,727.757,N14 -> N09 -> N06 -> N07 -> N02 -> N08 -> N04 -> N11 -> N03 -> N05 -> N13 -> N10 -> N12 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_140,140,freshness_focused,1830.51,184.889,47.842,18.975,538.387,0,706.87,N14 -> N09 -> N06 -> N07 -> N08 -> N13 -> N10 -> N04 -> N03 -> N05 -> N11 -> N02 -> N12 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_140,140,bounded_beta90,1905.639,79.673,52.85,12.245,1057.533,1,1345.601,N14 -> N05 -> N01 -> N13 -> N06 -> N11 -> N04 -> N02 -> N08 -> N09 -> N10 -> N07 -> N12 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_141,141,protocol_aware_time,2091.515,104.697,53.359,12.844,1257.069,0,181.274,N06 -> N10 -> N02 -> N08 -> N12 -> N09 -> N07 -> N13 -> N03 -> N14 -> N05 -> N11 -> N01 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_141,141,soft_penalty_w12,2308.945,94.317,67.854,16.393,888.255,0,195.413,N07 -> N05 -> N04 -> N06 -> N03 -> N13 -> N12 -> N09 -> N01 -> N11 -> N14 -> N10 -> N08 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_141,141,average_gap,2091.515,101.116,53.359,12.167,1218.382,0,656.794,N03 -> N10 -> N08 -> N02 -> N12 -> N14 -> N07 -> N13 -> N06 -> N09 -> N05 -> N11 -> N01 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_141,141,freshness_focused,2304.864,280.638,67.582,27.577,806.591,0,621.94,N06 -> N12 -> N11 -> N13 -> N04 -> N05 -> N08 -> N09 -> N10 -> N03 -> N14 -> N01 -> N07 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_141,141,bounded_beta90,2304.864,94.317,67.582,16.004,841.292,0,1343.366,N07 -> N05 -> N11 -> N06 -> N03 -> N13 -> N12 -> N08 -> N04 -> N10 -> N14 -> N01 -> N09 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_142,142,protocol_aware_time,1944.75,128.623,49.884,15.466,511.57,0,167.761,N08 -> N01 -> N02 -> N10 -> N14 -> N03 -> N06 -> N12 -> N11 -> N09 -> N05 -> N07 -> N04 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_142,142,soft_penalty_w12,1769.235,82.848,38.182,7.775,1322.278,1,309.489,N07 -> N02 -> N04 -> N13 -> N05 -> N14 -> N03 -> N06 -> N12 -> N11 -> N09 -> N01 -> N10 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_142,142,average_gap,1787.331,67.742,39.389,7.393,999.178,1,490.622,N07 -> N05 -> N11 -> N03 -> N12 -> N06 -> N14 -> N09 -> N04 -> N13 -> N02 -> N10 -> N08 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_142,142,freshness_focused,1979.217,128.623,52.181,15.02,490.141,0,577.644,N08 -> N01 -> N02 -> N10 -> N14 -> N03 -> N06 -> N12 -> N11 -> N09 -> N05 -> N07 -> N13 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_142,142,bounded_beta90,1644.75,60.227,29.883,5.185,685.749,1,1181.347,N07 -> N05 -> N14 -> N11 -> N03 -> N06 -> N12 -> N09 -> N08 -> N01 -> N10 -> N02 -> N04 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_143,143,protocol_aware_time,2793.436,73.698,43.275,5.917,794.287,1,372.543,N02 -> N05 -> N07 -> N03 -> N14 -> N11 -> N04 -> N01 -> N12 -> N09 -> N10 -> N08 -> N13 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_143,143,soft_penalty_w12,2793.436,73.698,43.275,5.917,794.287,1,459.94,N02 -> N05 -> N07 -> N03 -> N14 -> N11 -> N04 -> N01 -> N12 -> N09 -> N10 -> N08 -> N13 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_143,143,average_gap,2793.436,73.698,43.275,5.917,794.287,1,1049.484,N02 -> N05 -> N07 -> N03 -> N14 -> N11 -> N04 -> N01 -> N12 -> N09 -> N10 -> N08 -> N13 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_143,143,freshness_focused,2793.436,78.025,43.275,6.079,787.311,1,1168.83,N02 -> N05 -> N14 -> N11 -> N07 -> N03 -> N04 -> N01 -> N12 -> N09 -> N10 -> N08 -> N13 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_143,143,bounded_beta90,2793.436,73.698,43.275,5.917,794.287,1,2218.824,N02 -> N05 -> N07 -> N03 -> N14 -> N11 -> N04 -> N01 -> N12 -> N09 -> N10 -> N08 -> N13 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_144,144,protocol_aware_time,1948.146,93.984,37.734,7.636,403.235,0,140.666,N01 -> N09 -> N08 -> N13 -> N07 -> N10 -> N05 -> N04 -> N12 -> N14 -> N02 -> N06 -> N11 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_144,144,soft_penalty_w12,1948.146,93.984,37.734,7.636,403.235,0,112.431,N01 -> N09 -> N08 -> N13 -> N07 -> N10 -> N05 -> N04 -> N12 -> N14 -> N02 -> N06 -> N11 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_144,144,average_gap,1948.146,93.984,37.734,7.636,403.235,0,488.797,N01 -> N09 -> N08 -> N13 -> N07 -> N10 -> N05 -> N04 -> N12 -> N14 -> N02 -> N06 -> N11 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_144,144,freshness_focused,1948.146,93.984,37.734,7.636,403.235,0,509.104,N01 -> N09 -> N08 -> N13 -> N07 -> N10 -> N05 -> N04 -> N12 -> N14 -> N02 -> N06 -> N11 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_144,144,bounded_beta90,1965.186,55.37,38.87,6.318,1028.597,1,947.687,N01 -> N06 -> N14 -> N03 -> N05 -> N07 -> N04 -> N09 -> N10 -> N02 -> N08 -> N12 -> N11 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_145,145,protocol_aware_time,2239.798,159.76,49.515,12.251,624.539,0,165.794,N14 -> N03 -> N08 -> N02 -> N10 -> N09 -> N13 -> N01 -> N12 -> N06 -> N05 -> N04 -> N07 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_145,145,soft_penalty_w12,2175.99,67.708,45.261,7.543,905.705,1,209.147,N05 -> N03 -> N06 -> N12 -> N01 -> N13 -> N02 -> N07 -> N09 -> N04 -> N10 -> N11 -> N14 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_145,145,average_gap,2169.41,110.749,44.822,10.019,1138.913,0,602.855,N08 -> N09 -> N05 -> N11 -> N06 -> N10 -> N07 -> N04 -> N01 -> N13 -> N12 -> N02 -> N14 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_145,145,freshness_focused,2270.743,166.434,51.578,14.704,422.34,0,665.616,N14 -> N03 -> N08 -> N02 -> N10 -> N09 -> N13 -> N01 -> N12 -> N06 -> N05 -> N11 -> N07 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_145,145,bounded_beta90,2155.047,70.846,43.865,7.735,1633.031,1,1225.616,N05 -> N02 -> N04 -> N12 -> N07 -> N09 -> N01 -> N13 -> N08 -> N06 -> N10 -> N11 -> N14 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,protocol_aware_time,1729.775,53.852,33.63,5.854,1105.29,1,228.372,N11 -> N02 -> N08 -> N10 -> N05 -> N07 -> N06 -> N14 -> N13 -> N09 -> N12 -> N04 -> N03 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,soft_penalty_w12,1729.775,52.015,33.63,5.79,1104.144,1,317.231,N11 -> N02 -> N08 -> N10 -> N05 -> N07 -> N03 -> N14 -> N13 -> N09 -> N12 -> N04 -> N06 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,average_gap,1729.775,70.122,33.63,5.985,1104.959,1,808.251,N11 -> N02 -> N06 -> N03 -> N05 -> N07 -> N08 -> N14 -> N13 -> N09 -> N12 -> N04 -> N10 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,freshness_focused,2089.775,230.111,57.63,21.801,1007.547,0,673.416,N11 -> N10 -> N07 -> N08 -> N03 -> N05 -> N06 -> N14 -> N13 -> N02 -> N12 -> N04 -> N09 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_146,146,bounded_beta90,1729.775,52.015,33.63,5.79,1104.144,1,1534.901,N11 -> N02 -> N08 -> N10 -> N05 -> N07 -> N03 -> N14 -> N13 -> N09 -> N12 -> N04 -> N06 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,protocol_aware_time,1623.592,116.184,52.114,16.763,818.564,0,334.045,N05 -> N08 -> N03 -> N11 -> N14 -> N01 -> N04 -> N12 -> N09 -> N07 -> N13 -> N06 -> N02 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,soft_penalty_w12,1530.766,83.582,45.925,12.641,954.485,1,354.368,N11 -> N12 -> N08 -> N07 -> N03 -> N06 -> N13 -> N01 -> N09 -> N04 -> N02 -> N14 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,average_gap,1560.02,109.119,47.876,14.766,767.635,0,817.006,N09 -> N08 -> N03 -> N05 -> N14 -> N01 -> N04 -> N12 -> N10 -> N07 -> N02 -> N06 -> N13 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,freshness_focused,1976.133,257.464,75.616,37.817,619.562,0,746.576,N11 -> N01 -> N14 -> N03 -> N09 -> N12 -> N04 -> N05 -> N10 -> N07 -> N02 -> N06 -> N13 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_147,147,bounded_beta90,1547.979,69.052,47.073,12.248,500.042,1,1686.883,N05 -> N14 -> N07 -> N11 -> N02 -> N03 -> N04 -> N12 -> N09 -> N08 -> N10 -> N01 -> N06 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,protocol_aware_time,3206.875,110.307,49.683,7.866,1338.094,0,204.013,N11 -> N02 -> N14 -> N04 -> N09 -> N06 -> N10 -> N08 -> N13 -> N07 -> N01 -> N05 -> N12 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,soft_penalty_w12,3296.29,94.69,55.644,9.045,1866.612,0,217.113,N01 -> N12 -> N04 -> N03 -> N11 -> N02 -> N14 -> N07 -> N05 -> N13 -> N10 -> N09 -> N06 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,average_gap,3206.875,110.307,49.683,7.866,1338.094,0,718.342,N11 -> N02 -> N14 -> N04 -> N09 -> N06 -> N10 -> N08 -> N13 -> N07 -> N01 -> N05 -> N12 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,freshness_focused,3476.683,224.639,67.67,15.007,1099.579,0,778.354,N11 -> N02 -> N14 -> N08 -> N03 -> N01 -> N09 -> N06 -> N12 -> N07 -> N04 -> N05 -> N13 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_148,148,bounded_beta90,3100.958,87.243,42.622,5.871,996.765,1,1524.566,N11 -> N02 -> N14 -> N04 -> N03 -> N01 -> N06 -> N09 -> N08 -> N10 -> N13 -> N05 -> N12 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,protocol_aware_time,2121.808,96.808,42.372,8.49,1230.873,0,300.913,N02 -> N04 -> N05 -> N07 -> N09 -> N12 -> N06 -> N11 -> N08 -> N10 -> N13 -> N14 -> N01 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,soft_penalty_w12,2308.492,85.534,54.818,11.602,1400.831,1,345.507,N02 -> N04 -> N03 -> N07 -> N10 -> N08 -> N05 -> N11 -> N06 -> N01 -> N13 -> N09 -> N12 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,average_gap,2121.808,96.808,42.372,8.49,1230.873,0,862.484,N02 -> N04 -> N05 -> N07 -> N09 -> N12 -> N06 -> N11 -> N08 -> N10 -> N13 -> N14 -> N01 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,freshness_focused,2491.031,184.411,66.987,20.468,998.062,0,889.044,N03 -> N14 -> N09 -> N04 -> N06 -> N10 -> N13 -> N08 -> N11 -> N12 -> N02 -> N05 -> N01 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_149,149,bounded_beta90,2076.134,81.493,39.327,6.893,759.802,1,1721.529,N05 -> N07 -> N14 -> N09 -> N12 -> N04 -> N11 -> N06 -> N08 -> N10 -> N13 -> N01 -> N03 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,protocol_aware_time,4667.389,136.16,80.404,11.621,2700.107,0,327.481,N01 -> N10 -> N11 -> N04 -> N07 -> N06 -> N08 -> N14 -> N02 -> N05 -> N09 -> N03 -> N13 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,soft_penalty_w12,4667.418,114.039,80.406,11.715,2139.953,0,387.643,N03 -> N01 -> N12 -> N09 -> N13 -> N14 -> N11 -> N04 -> N02 -> N07 -> N06 -> N08 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,average_gap,4508.306,110.683,69.798,8.939,2216.749,0,953.028,N07 -> N10 -> N12 -> N14 -> N08 -> N06 -> N13 -> N03 -> N11 -> N05 -> N09 -> N04 -> N02 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,freshness_focused,4965.218,209.126,100.259,19.274,2064.172,0,821.341,N12 -> N03 -> N07 -> N11 -> N14 -> N09 -> N06 -> N05 -> N08 -> N01 -> N02 -> N04 -> N13 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_150,150,bounded_beta90,4667.389,116.239,80.404,11.201,2700.107,0,1805.61,N14 -> N10 -> N11 -> N04 -> N07 -> N06 -> N08 -> N05 -> N02 -> N01 -> N09 -> N03 -> N13 -> N12
