profile_variant,scenario,scenario_seed,planner,node_count,lora_nodes,zigbee_nodes,ble_nodes,wifi_nodes,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,wait_time_s,service_time_s,protocol_switches,radio_obstacle_hits,runtime_ms,route
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,distance_only,14,1,7,3,3,1443.232,3086.215,113.677,0,683.532,536.664,8,2,0.036,N14 -> N03 -> N07 -> N08 -> N06 -> N12 -> N11 -> N02 -> N01 -> N13 -> N10 -> N09 -> N04 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,ordinary_collection,14,1,7,3,3,1332.759,3035.554,141.918,0,577.32,536.064,7,2,12.708,N14 -> N05 -> N04 -> N09 -> N10 -> N13 -> N01 -> N02 -> N11 -> N12 -> N06 -> N08 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,protocol_aware,14,1,7,3,3,1113.574,5809.731,95.475,0,157.15,536.564,8,2,156.966,N03 -> N11 -> N06 -> N08 -> N01 -> N02 -> N13 -> N04 -> N05 -> N09 -> N14 -> N07 -> N12 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,bounded_blackout,14,1,7,3,3,1113.574,5219.662,64.288,1,200.194,536.164,7,2,667.642,N07 -> N06 -> N11 -> N12 -> N01 -> N02 -> N13 -> N04 -> N05 -> N09 -> N14 -> N03 -> N08 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,genetic_algorithm,14,1,7,3,3,1133.488,5359.742,89.332,1,207.384,538.764,9,2,658.152,N03 -> N10 -> N07 -> N08 -> N06 -> N12 -> N01 -> N02 -> N11 -> N13 -> N04 -> N05 -> N09 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_101,101,particle_swarm,14,1,7,3,3,1133.488,5359.742,89.332,1,207.384,538.764,9,2,191.159,N03 -> N10 -> N07 -> N08 -> N06 -> N12 -> N01 -> N02 -> N11 -> N13 -> N04 -> N05 -> N09 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,distance_only,14,1,8,4,1,1959.847,3146.23,111.078,0,621.423,1045.753,10,2,0.032,N06 -> N05 -> N11 -> N04 -> N09 -> N14 -> N02 -> N12 -> N03 -> N01 -> N07 -> N13 -> N08 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,ordinary_collection,14,1,8,4,1,1991.412,2773.924,290.945,0,686.62,1046.753,10,2,26.216,N06 -> N01 -> N03 -> N07 -> N12 -> N02 -> N14 -> N09 -> N04 -> N11 -> N05 -> N10 -> N08 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,protocol_aware,14,1,8,4,1,1566.591,3802.113,73.463,1,170.255,1042.653,7,2,157.242,N06 -> N01 -> N02 -> N05 -> N04 -> N12 -> N07 -> N03 -> N14 -> N10 -> N13 -> N08 -> N09 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,bounded_blackout,14,1,8,4,1,1566.591,3922.086,56.027,1,159.695,1042.053,6,2,944.08,N06 -> N01 -> N02 -> N12 -> N03 -> N04 -> N07 -> N05 -> N14 -> N10 -> N13 -> N08 -> N09 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,genetic_algorithm,14,1,8,4,1,1640.394,4551.855,64.926,1,172.114,1044.853,8,2,676.299,N01 -> N05 -> N09 -> N04 -> N08 -> N14 -> N07 -> N12 -> N10 -> N03 -> N02 -> N11 -> N06 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_102,102,particle_swarm,14,1,8,4,1,1746.735,4311.338,108.428,0,297.929,1047.753,10,2,197.747,N09 -> N07 -> N11 -> N04 -> N08 -> N14 -> N02 -> N12 -> N03 -> N01 -> N06 -> N13 -> N10 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,distance_only,14,3,4,3,4,2023.809,2823.181,206.229,0,683.166,1112.741,10,0,0.033,N14 -> N04 -> N08 -> N11 -> N02 -> N13 -> N09 -> N01 -> N07 -> N06 -> N12 -> N03 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,ordinary_collection,14,3,4,3,4,2037.44,2778.623,245.158,0,694.294,1118.841,12,0,19.03,N14 -> N04 -> N11 -> N08 -> N02 -> N09 -> N13 -> N01 -> N07 -> N06 -> N12 -> N03 -> N10 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,protocol_aware,14,3,4,3,4,1723.809,3032.669,69.39,1,363.055,1115.941,11,0,153.674,N14 -> N04 -> N08 -> N11 -> N09 -> N13 -> N02 -> N01 -> N07 -> N06 -> N12 -> N03 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,bounded_blackout,14,3,4,3,4,1723.809,3032.669,69.39,1,363.055,1115.941,11,0,1061.593,N14 -> N04 -> N08 -> N11 -> N09 -> N13 -> N02 -> N01 -> N07 -> N06 -> N12 -> N03 -> N05 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,genetic_algorithm,14,3,4,3,4,1733.443,6447.862,97.215,0,99.896,1113.041,9,0,677.155,N05 -> N12 -> N11 -> N03 -> N06 -> N01 -> N08 -> N13 -> N09 -> N04 -> N07 -> N14 -> N02 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_103,103,particle_swarm,14,3,4,3,4,1733.443,6447.862,97.215,0,99.896,1113.041,9,0,207.059,N05 -> N12 -> N11 -> N03 -> N06 -> N01 -> N08 -> N13 -> N09 -> N04 -> N07 -> N14 -> N02 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,distance_only,14,6,4,1,3,3471.588,3171.911,174.139,0,599.981,2576.388,8,1,0.033,N10 -> N14 -> N06 -> N04 -> N11 -> N01 -> N12 -> N03 -> N08 -> N07 -> N05 -> N02 -> N13 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,ordinary_collection,14,6,4,1,3,3758.675,2859.577,247.801,0,919.338,2573.188,7,1,22.138,N10 -> N09 -> N13 -> N07 -> N05 -> N02 -> N01 -> N12 -> N08 -> N03 -> N11 -> N04 -> N06 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,protocol_aware,14,6,4,1,3,3442.218,3996.238,120.015,0,491.089,2579.188,10,1,268.418,N10 -> N14 -> N09 -> N04 -> N11 -> N01 -> N12 -> N03 -> N08 -> N07 -> N13 -> N02 -> N05 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,bounded_blackout,14,6,4,1,3,3443.618,5236.257,88.878,1,377.677,2578.588,9,1,995.705,N04 -> N11 -> N03 -> N08 -> N09 -> N05 -> N07 -> N02 -> N10 -> N14 -> N13 -> N01 -> N12 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,genetic_algorithm,14,6,4,1,3,3471.588,5859.064,97.722,0,352.28,2573.988,6,1,707.068,N11 -> N14 -> N06 -> N08 -> N13 -> N01 -> N12 -> N03 -> N04 -> N07 -> N05 -> N02 -> N10 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_104,104,particle_swarm,14,6,4,1,3,3471.588,5859.064,97.722,0,352.28,2573.988,6,1,244.852,N11 -> N14 -> N06 -> N08 -> N13 -> N01 -> N12 -> N03 -> N04 -> N07 -> N05 -> N02 -> N10 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,distance_only,14,2,5,5,2,2060.2,3672.465,238.147,0,911.774,852.331,9,0,0.04,N05 -> N02 -> N10 -> N08 -> N14 -> N04 -> N11 -> N01 -> N09 -> N13 -> N07 -> N12 -> N03 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,ordinary_collection,14,2,5,5,2,2140.21,3131.618,234.208,0,1033.89,853.831,10,0,37.959,N05 -> N02 -> N10 -> N12 -> N06 -> N03 -> N07 -> N13 -> N09 -> N14 -> N04 -> N11 -> N01 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,protocol_aware,14,2,5,5,2,1411.227,4809.321,83.83,1,170.042,853.431,9,0,296.642,N04 -> N08 -> N06 -> N07 -> N09 -> N12 -> N03 -> N13 -> N11 -> N14 -> N01 -> N10 -> N05 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,bounded_blackout,14,2,5,5,2,1411.227,4682.93,69.087,1,180.232,853.431,9,0,1039.947,N14 -> N08 -> N06 -> N07 -> N09 -> N12 -> N03 -> N13 -> N11 -> N04 -> N01 -> N10 -> N05 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,genetic_algorithm,14,2,5,5,2,1491.35,5009.29,83.337,1,232.743,854.731,11,0,731.971,N05 -> N08 -> N10 -> N12 -> N13 -> N03 -> N06 -> N02 -> N14 -> N04 -> N01 -> N11 -> N09 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_105,105,particle_swarm,14,2,5,5,2,1579.455,5109.728,96.207,0,311.95,855.531,11,0,264.558,N05 -> N08 -> N12 -> N06 -> N13 -> N03 -> N10 -> N02 -> N11 -> N09 -> N07 -> N01 -> N14 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,distance_only,14,5,3,2,4,3272.377,3142.819,291.513,0,1451.12,1568.179,12,1,0.062,N04 -> N07 -> N06 -> N03 -> N13 -> N09 -> N11 -> N12 -> N10 -> N08 -> N02 -> N01 -> N05 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,ordinary_collection,14,5,3,2,4,2972.377,2991.877,199.668,0,1163.274,1568.179,12,1,20.017,N04 -> N07 -> N13 -> N03 -> N06 -> N09 -> N11 -> N12 -> N10 -> N08 -> N02 -> N01 -> N05 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,protocol_aware,14,5,3,2,4,2237.019,5991.365,99.02,0,187.781,1566.779,11,1,382.492,N06 -> N13 -> N08 -> N07 -> N04 -> N09 -> N11 -> N01 -> N02 -> N14 -> N12 -> N05 -> N10 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,bounded_blackout,14,5,3,2,4,2237.019,6114.323,73.3,1,177.879,1566.779,11,1,950.621,N07 -> N13 -> N08 -> N06 -> N12 -> N11 -> N09 -> N01 -> N02 -> N14 -> N04 -> N05 -> N10 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,genetic_algorithm,14,5,3,2,4,2475.619,6925.989,113.883,0,356.719,1561.179,8,1,884.025,N02 -> N04 -> N12 -> N01 -> N14 -> N09 -> N11 -> N05 -> N13 -> N10 -> N08 -> N06 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_106,106,particle_swarm,14,5,3,2,4,2389.498,6564.79,113.883,0,299.684,1561.179,8,1,310.248,N02 -> N04 -> N12 -> N01 -> N14 -> N09 -> N11 -> N05 -> N13 -> N10 -> N08 -> N03 -> N06 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,distance_only,14,1,5,5,3,1516.42,3533.597,157.172,0,597.635,631.486,11,4,0.039,N04 -> N07 -> N05 -> N06 -> N10 -> N02 -> N12 -> N01 -> N09 -> N14 -> N03 -> N13 -> N08 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,ordinary_collection,14,1,5,5,3,1596.42,3008.586,157.172,0,721.721,630.086,10,4,32.792,N04 -> N07 -> N05 -> N06 -> N10 -> N03 -> N14 -> N09 -> N13 -> N08 -> N01 -> N12 -> N02 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,protocol_aware,14,1,5,5,3,1129.288,5684.153,69.841,1,38.253,628.886,10,4,181.95,N11 -> N14 -> N10 -> N02 -> N05 -> N07 -> N01 -> N09 -> N12 -> N13 -> N08 -> N04 -> N06 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,bounded_blackout,14,1,5,5,3,1199.803,5969.711,68.293,1,84.15,630.286,11,4,857.202,N11 -> N14 -> N02 -> N10 -> N07 -> N04 -> N06 -> N03 -> N01 -> N05 -> N13 -> N08 -> N12 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,genetic_algorithm,14,1,5,5,3,1144.696,3966.082,90.982,0,192.448,629.786,10,4,644.171,N11 -> N05 -> N06 -> N10 -> N02 -> N14 -> N03 -> N09 -> N12 -> N13 -> N08 -> N01 -> N04 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_107,107,particle_swarm,14,1,5,5,3,1200.51,4863.997,82.267,1,179.758,625.286,7,4,187.654,N11 -> N07 -> N06 -> N10 -> N09 -> N12 -> N03 -> N02 -> N01 -> N14 -> N13 -> N08 -> N04 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,distance_only,14,6,3,0,5,3558.55,3519.54,288.727,0,1013.068,2239.141,10,0,0.033,N06 -> N02 -> N14 -> N01 -> N12 -> N07 -> N03 -> N08 -> N04 -> N11 -> N10 -> N05 -> N09 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,ordinary_collection,14,6,3,0,5,3558.55,3492.054,288.727,0,1013.26,2241.341,11,0,16.173,N06 -> N02 -> N14 -> N01 -> N07 -> N12 -> N03 -> N08 -> N04 -> N11 -> N10 -> N05 -> N09 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,protocol_aware,14,6,3,0,5,3243.011,6642.497,156.333,0,429.506,2235.341,7,0,378.205,N14 -> N01 -> N07 -> N12 -> N06 -> N08 -> N13 -> N05 -> N04 -> N03 -> N09 -> N10 -> N02 -> N11
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,bounded_blackout,14,6,3,0,5,3267.153,7725.439,99.425,0,351.988,2242.741,12,0,1459.565,N12 -> N08 -> N13 -> N01 -> N05 -> N07 -> N04 -> N03 -> N09 -> N10 -> N11 -> N14 -> N06 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,genetic_algorithm,14,6,3,0,5,3347.902,5517.389,139.275,0,629.327,2238.341,10,0,860.978,N02 -> N01 -> N07 -> N12 -> N14 -> N08 -> N13 -> N10 -> N04 -> N03 -> N09 -> N11 -> N05 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_108,108,particle_swarm,14,6,3,0,5,3190.746,7178.155,115.195,0,321.018,2244.941,13,0,253.462,N04 -> N07 -> N12 -> N01 -> N02 -> N14 -> N09 -> N10 -> N05 -> N11 -> N06 -> N03 -> N13 -> N08
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,distance_only,14,4,5,3,2,3138.578,3681.588,153.16,0,562.633,2282.962,13,3,0.039,N12 -> N04 -> N08 -> N10 -> N03 -> N09 -> N02 -> N14 -> N01 -> N06 -> N11 -> N13 -> N07 -> N05
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,ordinary_collection,14,4,5,3,2,3027.031,3363.605,153.16,0,475.591,2283.762,13,3,18.747,N12 -> N04 -> N08 -> N10 -> N03 -> N09 -> N05 -> N07 -> N13 -> N11 -> N06 -> N02 -> N14 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,protocol_aware,14,4,5,3,2,3091.974,3782.08,179.901,0,511.632,2279.362,11,3,190.032,N07 -> N05 -> N13 -> N11 -> N06 -> N01 -> N14 -> N02 -> N09 -> N03 -> N10 -> N04 -> N08 -> N12
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,bounded_blackout,14,4,5,3,2,3136.999,6902.508,86.13,1,306.13,2281.562,11,3,814.671,N10 -> N01 -> N04 -> N03 -> N12 -> N02 -> N09 -> N05 -> N08 -> N06 -> N11 -> N13 -> N07 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,genetic_algorithm,14,4,5,3,2,3127.141,5149.299,112.893,0,436.494,2280.862,11,3,735.523,N12 -> N04 -> N01 -> N10 -> N03 -> N09 -> N02 -> N14 -> N08 -> N06 -> N11 -> N13 -> N05 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_109,109,particle_swarm,14,4,5,3,2,2938.69,3573.21,100.63,0,371.97,2282.362,12,3,220.428,N12 -> N04 -> N08 -> N10 -> N03 -> N05 -> N07 -> N13 -> N09 -> N14 -> N02 -> N11 -> N06 -> N01
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,distance_only,14,3,4,3,4,2579.598,2975.928,267.083,0,638.482,1670.35,12,4,0.036,N14 -> N07 -> N04 -> N06 -> N03 -> N05 -> N02 -> N09 -> N12 -> N01 -> N13 -> N11 -> N08 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,ordinary_collection,14,3,4,3,4,2579.598,2975.928,267.083,0,638.482,1670.35,12,4,11.976,N14 -> N07 -> N04 -> N06 -> N03 -> N05 -> N02 -> N09 -> N12 -> N01 -> N13 -> N11 -> N08 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,protocol_aware,14,3,4,3,4,2357.13,4838.445,119.177,0,256.353,1660.55,6,4,195.934,N07 -> N09 -> N13 -> N08 -> N11 -> N12 -> N01 -> N10 -> N06 -> N04 -> N05 -> N02 -> N03 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,bounded_blackout,14,3,4,3,4,2352.156,5411.678,69.65,1,189.624,1670.15,11,4,994.787,N06 -> N04 -> N05 -> N01 -> N13 -> N02 -> N09 -> N11 -> N12 -> N08 -> N14 -> N10 -> N07 -> N03
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,genetic_algorithm,14,3,4,3,4,2359.33,5207.596,99.142,0,217.566,1667.95,10,4,737.783,N03 -> N13 -> N02 -> N11 -> N08 -> N05 -> N06 -> N09 -> N12 -> N01 -> N10 -> N04 -> N07 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_110,110,particle_swarm,14,3,4,3,4,2359.33,5207.596,99.142,0,217.566,1667.95,10,4,231.301,N03 -> N13 -> N02 -> N11 -> N08 -> N05 -> N06 -> N09 -> N12 -> N01 -> N10 -> N04 -> N07 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,distance_only,14,3,5,3,3,2994.096,3564.944,233.123,0,883.486,1762.171,13,5,0.061,N09 -> N12 -> N10 -> N02 -> N07 -> N06 -> N13 -> N01 -> N05 -> N08 -> N03 -> N04 -> N11 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,ordinary_collection,14,3,5,3,3,3183.935,3197.451,293.123,0,1109.643,1761.771,12,5,17.961,N14 -> N11 -> N03 -> N04 -> N12 -> N10 -> N02 -> N07 -> N06 -> N13 -> N01 -> N08 -> N05 -> N09
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,protocol_aware,14,3,5,3,3,2523.104,5451.292,131.46,0,232.12,1758.171,10,5,267.087,N04 -> N03 -> N09 -> N11 -> N10 -> N05 -> N08 -> N01 -> N06 -> N12 -> N02 -> N07 -> N13 -> N14
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,bounded_blackout,14,3,5,3,3,2562.514,4955.894,88.332,1,320.051,1758.071,10,5,894.996,N14 -> N04 -> N09 -> N12 -> N11 -> N03 -> N07 -> N06 -> N05 -> N08 -> N02 -> N13 -> N01 -> N10
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,genetic_algorithm,14,3,5,3,3,2603.579,5887.864,105.768,0,270.624,1757.471,9,5,767.28,N12 -> N14 -> N05 -> N09 -> N07 -> N11 -> N10 -> N08 -> N01 -> N06 -> N02 -> N13 -> N03 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_111,111,particle_swarm,14,3,5,3,3,2603.579,5887.864,105.768,0,270.624,1757.471,9,5,243.23,N12 -> N14 -> N05 -> N09 -> N07 -> N11 -> N10 -> N08 -> N01 -> N06 -> N02 -> N13 -> N03 -> N04
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,distance_only,14,5,5,2,2,3997.53,2927.331,242.998,0,1154.249,2598.504,10,3,0.037,N06 -> N14 -> N12 -> N02 -> N08 -> N10 -> N07 -> N04 -> N01 -> N05 -> N03 -> N09 -> N11 -> N13
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,ordinary_collection,14,5,5,2,2,4176.218,2317.491,307.404,0,1385.331,2597.104,9,3,22.886,N11 -> N09 -> N03 -> N05 -> N07 -> N04 -> N01 -> N10 -> N08 -> N02 -> N12 -> N13 -> N14 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,protocol_aware,14,5,5,2,2,3466.383,4125.364,172.158,0,525.124,2596.304,9,3,273.454,N13 -> N14 -> N12 -> N06 -> N08 -> N03 -> N07 -> N04 -> N01 -> N05 -> N10 -> N09 -> N11 -> N02
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,bounded_blackout,14,5,5,2,2,3276.218,4351.887,91.85,0,315.319,2597.004,9,3,1063.341,N07 -> N03 -> N05 -> N10 -> N04 -> N01 -> N11 -> N02 -> N09 -> N14 -> N12 -> N08 -> N13 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,genetic_algorithm,14,5,5,2,2,3576.218,5217.975,118.759,0,539.998,2599.904,11,3,777.15,N10 -> N08 -> N07 -> N13 -> N01 -> N11 -> N03 -> N12 -> N09 -> N14 -> N02 -> N04 -> N05 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_112,112,particle_swarm,14,5,5,2,2,3576.218,5217.975,118.759,0,539.998,2599.904,11,3,259.814,N10 -> N08 -> N07 -> N13 -> N01 -> N11 -> N03 -> N12 -> N09 -> N14 -> N02 -> N04 -> N05 -> N06
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_113,113,distance_only,14,4,5,3,2,3112.863,3780.301,269.557,0,1013.542,1799.54,9,2,0.035,N06 -> N14 -> N03 -> N04 -> N05 -> N13 -> N10 -> N12 -> N11 -> N01 -> N02 -> N08 -> N09 -> N07
public_trace_calibrated,random_heterogeneous_iot_public_trace_calibrated_seed_113,113,ordinary_collection,14,4,5,3,2,2940.039,3307.778,234.238,0,879.589,1798.14,8,2,26.833,N06 -> N03 -> N09 -> N07 -> N08 -> N01 -> N02 -> N11 -> N12 -> N10 -> N13 -> N05 -> N04 -> N14
