scenario_seed,uncertainty_level,planner,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,mission_feasible,planning_runtime_ms,route
610,0.1,bounded_blackout,1057.596,2923.228,74.899,1,1,2102.718,N06 -> N03 -> N08 -> N05 -> N10 -> N07 -> N01 -> N02 -> N13 -> N14 -> N11 -> N12 -> N04 -> N09
611,0.0,distance_only,1019.116,2612.388,101.494,0,1,0.024,N03 -> N14 -> N12 -> N13 -> N09 -> N02 -> N10 -> N04 -> N01 -> N11 -> N08 -> N07 -> N06 -> N05
611,0.0,protocol_aware,818.282,3800.87,114.604,0,1,501.571,N03 -> N07 -> N06 -> N01 -> N08 -> N02 -> N11 -> N09 -> N10 -> N04 -> N05 -> N12 -> N14 -> N13
611,0.0,bounded_blackout,734.774,3094.238,57.733,1,1,2753.114,N03 -> N09 -> N12 -> N13 -> N14 -> N10 -> N04 -> N08 -> N07 -> N11 -> N06 -> N01 -> N02 -> N05
611,0.02,distance_only,1017.977,2612.388,103.744,0,1,0.024,N03 -> N14 -> N12 -> N13 -> N09 -> N02 -> N10 -> N04 -> N01 -> N11 -> N08 -> N07 -> N06 -> N05
611,0.02,protocol_aware,820.155,3800.87,112.162,0,1,501.571,N03 -> N07 -> N06 -> N01 -> N08 -> N02 -> N11 -> N09 -> N10 -> N04 -> N05 -> N12 -> N14 -> N13
611,0.02,bounded_blackout,1115.041,3094.238,113.15,0,1,2753.114,N03 -> N09 -> N12 -> N13 -> N14 -> N10 -> N04 -> N08 -> N07 -> N11 -> N06 -> N01 -> N02 -> N05
611,0.05,distance_only,1016.286,2612.388,101.737,0,1,0.024,N03 -> N14 -> N12 -> N13 -> N09 -> N02 -> N10 -> N04 -> N01 -> N11 -> N08 -> N07 -> N06 -> N05
611,0.05,protocol_aware,822.978,3800.87,108.351,0,1,501.571,N03 -> N07 -> N06 -> N01 -> N08 -> N02 -> N11 -> N09 -> N10 -> N04 -> N05 -> N12 -> N14 -> N13
611,0.05,bounded_blackout,1113.351,3094.238,108.812,0,1,2753.114,N03 -> N09 -> N12 -> N13 -> N14 -> N10 -> N04 -> N08 -> N07 -> N11 -> N06 -> N01 -> N02 -> N05
611,0.1,distance_only,1015.769,2612.388,108.744,0,1,0.024,N03 -> N14 -> N12 -> N13 -> N09 -> N02 -> N10 -> N04 -> N01 -> N11 -> N08 -> N07 -> N06 -> N05
611,0.1,protocol_aware,827.718,3800.87,101.577,0,1,501.571,N03 -> N07 -> N06 -> N01 -> N08 -> N02 -> N11 -> N09 -> N10 -> N04 -> N05 -> N12 -> N14 -> N13
611,0.1,bounded_blackout,1112.834,3094.238,110.191,0,1,2753.114,N03 -> N09 -> N12 -> N13 -> N14 -> N10 -> N04 -> N08 -> N07 -> N11 -> N06 -> N01 -> N02 -> N05
612,0.0,distance_only,1689.58,2989.805,194.48,0,0,0.02,N07 -> N04 -> N11 -> N09 -> N02 -> N03 -> N06 -> N10 -> N12 -> N05 -> N01 -> N08 -> N13 -> N14
612,0.0,protocol_aware,1143.613,5184.97,87.47,1,1,260.6,N08 -> N13 -> N02 -> N03 -> N01 -> N11 -> N06 -> N07 -> N05 -> N14 -> N04 -> N12 -> N10 -> N09
612,0.0,bounded_blackout,1078.468,3235.72,64.459,1,1,1949.35,N09 -> N07 -> N11 -> N02 -> N03 -> N06 -> N12 -> N05 -> N10 -> N04 -> N08 -> N14 -> N13 -> N01
612,0.02,distance_only,1690.134,2989.805,196.869,0,0,0.02,N07 -> N04 -> N11 -> N09 -> N02 -> N03 -> N06 -> N10 -> N12 -> N05 -> N01 -> N08 -> N13 -> N14
612,0.02,protocol_aware,1138.412,5184.97,86.162,1,1,260.6,N08 -> N13 -> N02 -> N03 -> N01 -> N11 -> N06 -> N07 -> N05 -> N14 -> N04 -> N12 -> N10 -> N09
612,0.02,bounded_blackout,1077.087,3235.72,64.071,1,1,1949.35,N09 -> N07 -> N11 -> N02 -> N03 -> N06 -> N12 -> N05 -> N10 -> N04 -> N08 -> N14 -> N13 -> N01
612,0.05,distance_only,1402.962,2989.805,138.84,0,1,0.02,N07 -> N04 -> N11 -> N09 -> N02 -> N03 -> N06 -> N10 -> N12 -> N05 -> N01 -> N08 -> N13 -> N14
612,0.05,protocol_aware,1375.495,5184.97,152.577,0,1,260.6,N08 -> N13 -> N02 -> N03 -> N01 -> N11 -> N06 -> N07 -> N05 -> N14 -> N04 -> N12 -> N10 -> N09
612,0.05,bounded_blackout,1075.02,3235.72,68.038,1,1,1949.35,N09 -> N07 -> N11 -> N02 -> N03 -> N06 -> N12 -> N05 -> N10 -> N04 -> N08 -> N14 -> N13 -> N01
612,0.1,distance_only,1404.333,2989.805,144.187,0,1,0.02,N07 -> N04 -> N11 -> N09 -> N02 -> N03 -> N06 -> N10 -> N12 -> N05 -> N01 -> N08 -> N13 -> N14
612,0.1,protocol_aware,1594.327,5184.97,224.305,0,0,260.6,N08 -> N13 -> N02 -> N03 -> N01 -> N11 -> N06 -> N07 -> N05 -> N14 -> N04 -> N12 -> N10 -> N09
612,0.1,bounded_blackout,1071.592,3235.72,70.428,1,1,1949.35,N09 -> N07 -> N11 -> N02 -> N03 -> N06 -> N12 -> N05 -> N10 -> N04 -> N08 -> N14 -> N13 -> N01
613,0.0,distance_only,1945.361,2459.449,210.324,0,0,0.022,N01 -> N13 -> N04 -> N12 -> N02 -> N07 -> N08 -> N09 -> N14 -> N11 -> N03 -> N06 -> N10 -> N05
613,0.0,protocol_aware,1198.72,2671.617,55.224,1,1,235.183,N07 -> N04 -> N09 -> N11 -> N03 -> N10 -> N05 -> N06 -> N13 -> N08 -> N12 -> N02 -> N01 -> N14
613,0.0,bounded_blackout,1147.259,3251.063,65.597,1,1,1682.104,N14 -> N06 -> N13 -> N08 -> N11 -> N05 -> N04 -> N09 -> N07 -> N12 -> N03 -> N02 -> N01 -> N10
613,0.02,distance_only,1946.133,2459.449,210.481,0,0,0.022,N01 -> N13 -> N04 -> N12 -> N02 -> N07 -> N08 -> N09 -> N14 -> N11 -> N03 -> N06 -> N10 -> N05
613,0.02,protocol_aware,1202.807,2671.617,55.229,1,1,235.183,N07 -> N04 -> N09 -> N11 -> N03 -> N10 -> N05 -> N06 -> N13 -> N08 -> N12 -> N02 -> N01 -> N14
613,0.02,bounded_blackout,1152.645,3251.063,61.955,1,1,1682.104,N14 -> N06 -> N13 -> N08 -> N11 -> N05 -> N04 -> N09 -> N07 -> N12 -> N03 -> N02 -> N01 -> N10
613,0.05,distance_only,1947.291,2459.449,210.718,0,0,0.022,N01 -> N13 -> N04 -> N12 -> N02 -> N07 -> N08 -> N09 -> N14 -> N11 -> N03 -> N06 -> N10 -> N05
613,0.05,protocol_aware,1921.721,2671.617,226.424,0,0,235.183,N07 -> N04 -> N09 -> N11 -> N03 -> N10 -> N05 -> N06 -> N13 -> N08 -> N12 -> N02 -> N01 -> N14
613,0.05,bounded_blackout,1392.594,3251.063,193.312,0,1,1682.104,N14 -> N06 -> N13 -> N08 -> N11 -> N05 -> N04 -> N09 -> N07 -> N12 -> N03 -> N02 -> N01 -> N10
613,0.1,distance_only,1949.22,2459.449,211.111,0,0,0.022,N01 -> N13 -> N04 -> N12 -> N02 -> N07 -> N08 -> N09 -> N14 -> N11 -> N03 -> N06 -> N10 -> N05
613,0.1,protocol_aware,1934.384,2671.617,218.901,0,0,235.183,N07 -> N04 -> N09 -> N11 -> N03 -> N10 -> N05 -> N06 -> N13 -> N08 -> N12 -> N02 -> N01 -> N14
613,0.1,bounded_blackout,1878.171,3251.063,231.966,0,0,1682.104,N14 -> N06 -> N13 -> N08 -> N11 -> N05 -> N04 -> N09 -> N07 -> N12 -> N03 -> N02 -> N01 -> N10
614,0.0,distance_only,919.709,3108.649,114.768,0,1,0.028,N04 -> N07 -> N08 -> N03 -> N12 -> N01 -> N02 -> N11 -> N05 -> N13 -> N14 -> N10 -> N06 -> N09
614,0.0,protocol_aware,686.565,3662.516,74.135,1,1,286.37,N09 -> N03 -> N07 -> N10 -> N06 -> N12 -> N01 -> N11 -> N13 -> N05 -> N14 -> N02 -> N04 -> N08
614,0.0,bounded_blackout,686.565,3662.516,74.135,1,1,1453.084,N09 -> N03 -> N07 -> N10 -> N06 -> N12 -> N01 -> N11 -> N13 -> N05 -> N14 -> N02 -> N04 -> N08
614,0.02,distance_only,919.252,3108.649,114.152,0,1,0.028,N04 -> N07 -> N08 -> N03 -> N12 -> N01 -> N02 -> N11 -> N05 -> N13 -> N14 -> N10 -> N06 -> N09
614,0.02,protocol_aware,687.667,3662.516,72.652,1,1,286.37,N09 -> N03 -> N07 -> N10 -> N06 -> N12 -> N01 -> N11 -> N13 -> N05 -> N14 -> N02 -> N04 -> N08
614,0.02,bounded_blackout,687.667,3662.516,72.652,1,1,1453.084,N09 -> N03 -> N07 -> N10 -> N06 -> N12 -> N01 -> N11 -> N13 -> N05 -> N14 -> N02 -> N04 -> N08
614,0.05,distance_only,918.568,3108.649,112.682,0,1,0.028,N04 -> N07 -> N08 -> N03 -> N12 -> N01 -> N02 -> N11 -> N05 -> N13 -> N14 -> N10 -> N06 -> N09
614,0.05,protocol_aware,689.329,3662.516,65.804,1,1,286.37,N09 -> N03 -> N07 -> N10 -> N06 -> N12 -> N01 -> N11 -> N13 -> N05 -> N14 -> N02 -> N04 -> N08
614,0.05,bounded_blackout,689.329,3662.516,65.804,1,1,1453.084,N09 -> N03 -> N07 -> N10 -> N06 -> N12 -> N01 -> N11 -> N13 -> N05 -> N14 -> N02 -> N04 -> N08
614,0.1,distance_only,1013.432,3108.649,123.935,0,1,0.028,N04 -> N07 -> N08 -> N03 -> N12 -> N01 -> N02 -> N11 -> N05 -> N13 -> N14 -> N10 -> N06 -> N09
614,0.1,protocol_aware,951.316,3662.516,88.116,1,1,286.37,N09 -> N03 -> N07 -> N10 -> N06 -> N12 -> N01 -> N11 -> N13 -> N05 -> N14 -> N02 -> N04 -> N08
614,0.1,bounded_blackout,951.316,3662.516,88.116,1,1,1453.084,N09 -> N03 -> N07 -> N10 -> N06 -> N12 -> N01 -> N11 -> N13 -> N05 -> N14 -> N02 -> N04 -> N08
615,0.0,distance_only,981.014,3030.744,96.143,0,1,0.021,N14 -> N04 -> N06 -> N07 -> N08 -> N11 -> N12 -> N03 -> N13 -> N09 -> N01 -> N10 -> N02 -> N05
615,0.0,protocol_aware,728.401,4437.058,82.783,1,1,297.252,N04 -> N07 -> N06 -> N14 -> N02 -> N05 -> N08 -> N03 -> N13 -> N09 -> N11 -> N12 -> N10 -> N01
615,0.0,bounded_blackout,641.454,3335.283,48.22,1,1,2067.842,N04 -> N02 -> N10 -> N13 -> N05 -> N01 -> N11 -> N12 -> N09 -> N03 -> N07 -> N08 -> N06 -> N14
615,0.02,distance_only,981.315,3030.744,95.826,0,1,0.021,N14 -> N04 -> N06 -> N07 -> N08 -> N11 -> N12 -> N03 -> N13 -> N09 -> N01 -> N10 -> N02 -> N05
615,0.02,protocol_aware,728.112,4437.058,82.916,1,1,297.252,N04 -> N07 -> N06 -> N14 -> N02 -> N05 -> N08 -> N03 -> N13 -> N09 -> N11 -> N12 -> N10 -> N01
615,0.02,bounded_blackout,641.299,3335.283,48.286,1,1,2067.842,N04 -> N02 -> N10 -> N13 -> N05 -> N01 -> N11 -> N12 -> N09 -> N03 -> N07 -> N08 -> N06 -> N14
615,0.05,distance_only,981.8,3030.744,95.347,0,1,0.021,N14 -> N04 -> N06 -> N07 -> N08 -> N11 -> N12 -> N03 -> N13 -> N09 -> N01 -> N10 -> N02 -> N05
615,0.05,protocol_aware,730.982,4437.058,83.048,1,1,297.252,N04 -> N07 -> N06 -> N14 -> N02 -> N05 -> N08 -> N03 -> N13 -> N09 -> N11 -> N12 -> N10 -> N01
615,0.05,bounded_blackout,785.08,3335.283,87.932,1,1,2067.842,N04 -> N02 -> N10 -> N13 -> N05 -> N01 -> N11 -> N12 -> N09 -> N03 -> N07 -> N08 -> N06 -> N14
615,0.1,distance_only,982.691,3030.744,94.539,0,1,0.021,N14 -> N04 -> N06 -> N07 -> N08 -> N11 -> N12 -> N03 -> N13 -> N09 -> N01 -> N10 -> N02 -> N05
615,0.1,protocol_aware,1022.631,4437.058,113.112,0,1,297.252,N04 -> N07 -> N06 -> N14 -> N02 -> N05 -> N08 -> N03 -> N13 -> N09 -> N11 -> N12 -> N10 -> N01
615,0.1,bounded_blackout,784.748,3335.283,80.915,1,1,2067.842,N04 -> N02 -> N10 -> N13 -> N05 -> N01 -> N11 -> N12 -> N09 -> N03 -> N07 -> N08 -> N06 -> N14
616,0.0,distance_only,2382.21,2348.727,209.66,0,0,0.021,N12 -> N02 -> N11 -> N08 -> N03 -> N09 -> N01 -> N14 -> N04 -> N07 -> N13 -> N05 -> N10 -> N06
616,0.0,protocol_aware,1461.321,2814.64,70.849,1,1,766.549,N04 -> N13 -> N03 -> N08 -> N07 -> N05 -> N10 -> N06 -> N12 -> N14 -> N11 -> N09 -> N01 -> N02
616,0.0,bounded_blackout,1461.321,2814.64,70.849,1,1,2885.762,N04 -> N13 -> N03 -> N08 -> N07 -> N05 -> N10 -> N06 -> N12 -> N14 -> N11 -> N09 -> N01 -> N02
616,0.02,distance_only,2145.011,2348.727,199.366,0,0,0.021,N12 -> N02 -> N11 -> N08 -> N03 -> N09 -> N01 -> N14 -> N04 -> N07 -> N13 -> N05 -> N10 -> N06
616,0.02,protocol_aware,1739.257,2814.64,225.492,0,0,766.549,N04 -> N13 -> N03 -> N08 -> N07 -> N05 -> N10 -> N06 -> N12 -> N14 -> N11 -> N09 -> N01 -> N02
616,0.02,bounded_blackout,1739.257,2814.64,225.492,0,0,2885.762,N04 -> N13 -> N03 -> N08 -> N07 -> N05 -> N10 -> N06 -> N12 -> N14 -> N11 -> N09 -> N01 -> N02
616,0.05,distance_only,2149.187,2348.727,204.473,0,0,0.021,N12 -> N02 -> N11 -> N08 -> N03 -> N09 -> N01 -> N14 -> N04 -> N07 -> N13 -> N05 -> N10 -> N06
616,0.05,protocol_aware,2217.138,2814.64,217.273,0,0,766.549,N04 -> N13 -> N03 -> N08 -> N07 -> N05 -> N10 -> N06 -> N12 -> N14 -> N11 -> N09 -> N01 -> N02
616,0.05,bounded_blackout,2217.138,2814.64,217.273,0,0,2885.762,N04 -> N13 -> N03 -> N08 -> N07 -> N05 -> N10 -> N06 -> N12 -> N14 -> N11 -> N09 -> N01 -> N02
616,0.1,distance_only,2156.077,2348.727,212.946,0,0,0.021,N12 -> N02 -> N11 -> N08 -> N03 -> N09 -> N01 -> N14 -> N04 -> N07 -> N13 -> N05 -> N10 -> N06
616,0.1,protocol_aware,2213.629,2814.64,222.492,0,0,766.549,N04 -> N13 -> N03 -> N08 -> N07 -> N05 -> N10 -> N06 -> N12 -> N14 -> N11 -> N09 -> N01 -> N02
616,0.1,bounded_blackout,2213.629,2814.64,222.492,0,0,2885.762,N04 -> N13 -> N03 -> N08 -> N07 -> N05 -> N10 -> N06 -> N12 -> N14 -> N11 -> N09 -> N01 -> N02
617,0.0,distance_only,1340.735,2934.986,188.78,0,1,0.021,N01 -> N10 -> N08 -> N02 -> N11 -> N07 -> N14 -> N12 -> N04 -> N09 -> N13 -> N03 -> N06 -> N05
617,0.0,protocol_aware,1018.125,3632.247,99.79,0,1,204.263,N04 -> N12 -> N06 -> N11 -> N02 -> N08 -> N01 -> N14 -> N03 -> N10 -> N07 -> N05 -> N13 -> N09
617,0.0,bounded_blackout,812.803,3106.313,49.644,1,1,1565.711,N08 -> N01 -> N02 -> N05 -> N10 -> N06 -> N14 -> N12 -> N04 -> N09 -> N11 -> N03 -> N07 -> N13
617,0.02,distance_only,1340.539,2934.986,190.091,0,1,0.021,N01 -> N10 -> N08 -> N02 -> N11 -> N07 -> N14 -> N12 -> N04 -> N09 -> N13 -> N03 -> N06 -> N05
617,0.02,protocol_aware,1017.895,3632.247,98.93,0,1,204.263,N04 -> N12 -> N06 -> N11 -> N02 -> N08 -> N01 -> N14 -> N03 -> N10 -> N07 -> N05 -> N13 -> N09
617,0.02,bounded_blackout,816.109,3106.313,48.108,1,1,1565.711,N08 -> N01 -> N02 -> N05 -> N10 -> N06 -> N14 -> N12 -> N04 -> N09 -> N11 -> N03 -> N07 -> N13
617,0.05,distance_only,1340.243,2934.986,192.052,0,1,0.021,N01 -> N10 -> N08 -> N02 -> N11 -> N07 -> N14 -> N12 -> N04 -> N09 -> N13 -> N03 -> N06 -> N05
617,0.05,protocol_aware,1497.518,3632.247,220.164,0,1,204.263,N04 -> N12 -> N06 -> N11 -> N02 -> N08 -> N01 -> N14 -> N03 -> N10 -> N07 -> N05 -> N13 -> N09
617,0.05,bounded_blackout,1312.98,3106.313,194.354,0,1,1565.711,N08 -> N01 -> N02 -> N05 -> N10 -> N06 -> N14 -> N12 -> N04 -> N09 -> N11 -> N03 -> N07 -> N13
617,0.1,distance_only,1339.75,2934.986,194.639,0,1,0.021,N01 -> N10 -> N08 -> N02 -> N11 -> N07 -> N14 -> N12 -> N04 -> N09 -> N13 -> N03 -> N06 -> N05
617,0.1,protocol_aware,1496.8,3632.247,224.787,0,1,204.263,N04 -> N12 -> N06 -> N11 -> N02 -> N08 -> N01 -> N14 -> N03 -> N10 -> N07 -> N05 -> N13 -> N09
617,0.1,bounded_blackout,1309.825,3106.313,194.639,0,1,1565.711,N08 -> N01 -> N02 -> N05 -> N10 -> N06 -> N14 -> N12 -> N04 -> N09 -> N11 -> N03 -> N07 -> N13
618,0.0,distance_only,2148.988,2474.455,214.111,0,0,0.022,N14 -> N11 -> N02 -> N04 -> N13 -> N10 -> N08 -> N09 -> N12 -> N03 -> N07 -> N06 -> N01 -> N05
618,0.0,protocol_aware,1635.465,3302.009,74.945,1,0,548.863,N07 -> N03 -> N06 -> N05 -> N12 -> N09 -> N02 -> N01 -> N08 -> N04 -> N10 -> N13 -> N11 -> N14
618,0.0,bounded_blackout,1631.56,2411.397,83.425,1,0,2520.665,N14 -> N02 -> N04 -> N13 -> N10 -> N08 -> N09 -> N12 -> N03 -> N07 -> N06 -> N05 -> N01 -> N11
618,0.02,distance_only,2147.325,2474.455,210.459,0,0,0.022,N14 -> N11 -> N02 -> N04 -> N13 -> N10 -> N08 -> N09 -> N12 -> N03 -> N07 -> N06 -> N01 -> N05
618,0.02,protocol_aware,2139.615,3302.009,187.349,0,0,548.863,N07 -> N03 -> N06 -> N05 -> N12 -> N09 -> N02 -> N01 -> N08 -> N04 -> N10 -> N13 -> N11 -> N14
618,0.02,bounded_blackout,1631.647,2411.397,78.904,1,0,2520.665,N14 -> N02 -> N04 -> N13 -> N10 -> N08 -> N09 -> N12 -> N03 -> N07 -> N06 -> N05 -> N01 -> N11
618,0.05,distance_only,2348.566,2474.455,215.882,0,0,0.022,N14 -> N11 -> N02 -> N04 -> N13 -> N10 -> N08 -> N09 -> N12 -> N03 -> N07 -> N06 -> N01 -> N05
618,0.05,protocol_aware,2139.842,3302.009,184.429,0,0,548.863,N07 -> N03 -> N06 -> N05 -> N12 -> N09 -> N02 -> N01 -> N08 -> N04 -> N10 -> N13 -> N11 -> N14
618,0.05,bounded_blackout,1847.78,2411.397,213.828,0,0,2520.665,N14 -> N02 -> N04 -> N13 -> N10 -> N08 -> N09 -> N12 -> N03 -> N07 -> N06 -> N05 -> N01 -> N11
618,0.1,distance_only,2332.667,2474.455,224.919,0,0,0.022,N14 -> N11 -> N02 -> N04 -> N13 -> N10 -> N08 -> N09 -> N12 -> N03 -> N07 -> N06 -> N01 -> N05
618,0.1,protocol_aware,2356.223,3302.009,197.301,0,0,548.863,N07 -> N03 -> N06 -> N05 -> N12 -> N09 -> N02 -> N01 -> N08 -> N04 -> N10 -> N13 -> N11 -> N14
618,0.1,bounded_blackout,1849.639,2411.397,217.277,0,0,2520.665,N14 -> N02 -> N04 -> N13 -> N10 -> N08 -> N09 -> N12 -> N03 -> N07 -> N06 -> N05 -> N01 -> N11
619,0.0,distance_only,2161.352,2675.285,178.878,0,0,0.022,N02 -> N04 -> N12 -> N13 -> N07 -> N09 -> N08 -> N10 -> N11 -> N03 -> N01 -> N14 -> N05 -> N06
619,0.0,protocol_aware,1509.284,2665.312,71.935,1,0,414.961,N13 -> N06 -> N04 -> N14 -> N01 -> N05 -> N08 -> N12 -> N11 -> N10 -> N07 -> N03 -> N09 -> N02
619,0.0,bounded_blackout,1509.284,2665.312,71.935,1,0,2179.97,N13 -> N06 -> N04 -> N14 -> N01 -> N05 -> N08 -> N12 -> N11 -> N10 -> N07 -> N03 -> N09 -> N02
619,0.02,distance_only,2160.386,2675.285,176.425,0,0,0.022,N02 -> N04 -> N12 -> N13 -> N07 -> N09 -> N08 -> N10 -> N11 -> N03 -> N01 -> N14 -> N05 -> N06
619,0.02,protocol_aware,1511.125,2665.312,69.841,1,0,414.961,N13 -> N06 -> N04 -> N14 -> N01 -> N05 -> N08 -> N12 -> N11 -> N10 -> N07 -> N03 -> N09 -> N02
619,0.02,bounded_blackout,1511.125,2665.312,69.841,1,0,2179.97,N13 -> N06 -> N04 -> N14 -> N01 -> N05 -> N08 -> N12 -> N11 -> N10 -> N07 -> N03 -> N09 -> N02
619,0.05,distance_only,2158.936,2675.285,172.688,0,0,0.022,N02 -> N04 -> N12 -> N13 -> N07 -> N09 -> N08 -> N10 -> N11 -> N03 -> N01 -> N14 -> N05 -> N06
619,0.05,protocol_aware,2281.912,2665.312,220.901,0,0,414.961,N13 -> N06 -> N04 -> N14 -> N01 -> N05 -> N08 -> N12 -> N11 -> N10 -> N07 -> N03 -> N09 -> N02
619,0.05,bounded_blackout,2281.912,2665.312,220.901,0,0,2179.97,N13 -> N06 -> N04 -> N14 -> N01 -> N05 -> N08 -> N12 -> N11 -> N10 -> N07 -> N03 -> N09 -> N02
619,0.1,distance_only,2156.521,2675.285,166.288,0,0,0.022,N02 -> N04 -> N12 -> N13 -> N07 -> N09 -> N08 -> N10 -> N11 -> N03 -> N01 -> N14 -> N05 -> N06
619,0.1,protocol_aware,1998.632,2665.312,189.391,0,0,414.961,N13 -> N06 -> N04 -> N14 -> N01 -> N05 -> N08 -> N12 -> N11 -> N10 -> N07 -> N03 -> N09 -> N02
619,0.1,bounded_blackout,1998.632,2665.312,189.391,0,0,2179.97,N13 -> N06 -> N04 -> N14 -> N01 -> N05 -> N08 -> N12 -> N11 -> N10 -> N07 -> N03 -> N09 -> N02
620,0.0,distance_only,1104.691,2827.764,107.501,0,1,0.022,N03 -> N11 -> N01 -> N12 -> N06 -> N07 -> N13 -> N09 -> N04 -> N14 -> N08 -> N10 -> N02 -> N05
620,0.0,protocol_aware,741.661,3161.294,72.504,1,1,296.709,N03 -> N11 -> N13 -> N07 -> N14 -> N09 -> N08 -> N01 -> N12 -> N06 -> N02 -> N04 -> N10 -> N05
620,0.0,bounded_blackout,666.222,2860.356,58.561,1,1,1792.094,N03 -> N11 -> N06 -> N07 -> N12 -> N09 -> N13 -> N04 -> N10 -> N08 -> N14 -> N02 -> N01 -> N05
620,0.02,distance_only,1104.22,2827.764,111.925,0,1,0.022,N03 -> N11 -> N01 -> N12 -> N06 -> N07 -> N13 -> N09 -> N04 -> N14 -> N08 -> N10 -> N02 -> N05
620,0.02,protocol_aware,741.187,3161.294,73.194,1,1,296.709,N03 -> N11 -> N13 -> N07 -> N14 -> N09 -> N08 -> N01 -> N12 -> N06 -> N02 -> N04 -> N10 -> N05
620,0.02,bounded_blackout,665.748,2860.356,58.561,1,1,1792.094,N03 -> N11 -> N06 -> N07 -> N12 -> N09 -> N13 -> N04 -> N10 -> N08 -> N14 -> N02 -> N01 -> N05
620,0.05,distance_only,1241.779,2827.764,118.559,0,1,0.022,N03 -> N11 -> N01 -> N12 -> N06 -> N07 -> N13 -> N09 -> N04 -> N14 -> N08 -> N10 -> N02 -> N05
620,0.05,protocol_aware,740.477,3161.294,74.111,1,1,296.709,N03 -> N11 -> N13 -> N07 -> N14 -> N09 -> N08 -> N01 -> N12 -> N06 -> N02 -> N04 -> N10 -> N05
620,0.05,bounded_blackout,1097.038,2860.356,113.951,0,1,1792.094,N03 -> N11 -> N06 -> N07 -> N12 -> N09 -> N13 -> N04 -> N10 -> N08 -> N14 -> N02 -> N01 -> N05
620,0.1,distance_only,1240.596,2827.764,121.626,0,1,0.022,N03 -> N11 -> N01 -> N12 -> N06 -> N07 -> N13 -> N09 -> N04 -> N14 -> N08 -> N10 -> N02 -> N05
620,0.1,protocol_aware,1027.295,3161.294,121.844,0,1,296.709,N03 -> N11 -> N13 -> N07 -> N14 -> N09 -> N08 -> N01 -> N12 -> N06 -> N02 -> N04 -> N10 -> N05
