scenario_seed,uncertainty_level,planner,total_time_s,flight_distance_m,max_blackout_s,meets_90s_budget,mission_feasible,planning_runtime_ms,route
620,0.1,bounded_blackout,951.856,2860.356,90.71,0,1,1792.094,N03 -> N11 -> N06 -> N07 -> N12 -> N09 -> N13 -> N04 -> N10 -> N08 -> N14 -> N02 -> N01 -> N05
621,0.0,distance_only,1425.001,2796.605,166.832,0,1,0.021,N09 -> N13 -> N12 -> N04 -> N01 -> N02 -> N14 -> N11 -> N10 -> N08 -> N03 -> N07 -> N06 -> N05
621,0.0,protocol_aware,1025.444,3996.239,101.947,0,1,181.108,N14 -> N06 -> N07 -> N05 -> N08 -> N02 -> N10 -> N11 -> N12 -> N09 -> N13 -> N01 -> N04 -> N03
621,0.0,bounded_blackout,940.413,4150.389,46.027,1,1,1349.855,N05 -> N01 -> N07 -> N14 -> N11 -> N08 -> N10 -> N12 -> N03 -> N02 -> N09 -> N04 -> N06 -> N13
621,0.02,distance_only,1423.025,2796.605,173.704,0,1,0.021,N09 -> N13 -> N12 -> N04 -> N01 -> N02 -> N14 -> N11 -> N10 -> N08 -> N03 -> N07 -> N06 -> N05
621,0.02,protocol_aware,1266.361,3996.239,102.311,0,1,181.108,N14 -> N06 -> N07 -> N05 -> N08 -> N02 -> N10 -> N11 -> N12 -> N09 -> N13 -> N01 -> N04 -> N03
621,0.02,bounded_blackout,939.658,4150.389,45.956,1,1,1349.855,N05 -> N01 -> N07 -> N14 -> N11 -> N08 -> N10 -> N12 -> N03 -> N02 -> N09 -> N04 -> N06 -> N13
621,0.05,distance_only,1420.067,2796.605,184.004,0,1,0.021,N09 -> N13 -> N12 -> N04 -> N01 -> N02 -> N14 -> N11 -> N10 -> N08 -> N03 -> N07 -> N06 -> N05
621,0.05,protocol_aware,1267.813,3996.239,102.855,0,1,181.108,N14 -> N06 -> N07 -> N05 -> N08 -> N02 -> N10 -> N11 -> N12 -> N09 -> N13 -> N01 -> N04 -> N03
621,0.05,bounded_blackout,938.529,4150.389,45.548,1,1,1349.855,N05 -> N01 -> N07 -> N14 -> N11 -> N08 -> N10 -> N12 -> N03 -> N02 -> N09 -> N04 -> N06 -> N13
621,0.1,distance_only,1417.759,2796.605,201.154,0,1,0.021,N09 -> N13 -> N12 -> N04 -> N01 -> N02 -> N14 -> N11 -> N10 -> N08 -> N03 -> N07 -> N06 -> N05
621,0.1,protocol_aware,1270.42,3996.239,177.56,0,1,181.108,N14 -> N06 -> N07 -> N05 -> N08 -> N02 -> N10 -> N11 -> N12 -> N09 -> N13 -> N01 -> N04 -> N03
621,0.1,bounded_blackout,936.656,4150.389,45.42,1,1,1349.855,N05 -> N01 -> N07 -> N14 -> N11 -> N08 -> N10 -> N12 -> N03 -> N02 -> N09 -> N04 -> N06 -> N13
622,0.0,distance_only,1863.743,3260.462,215.165,0,0,0.022,N08 -> N09 -> N10 -> N06 -> N01 -> N07 -> N02 -> N12 -> N03 -> N05 -> N13 -> N04 -> N14 -> N11
622,0.0,protocol_aware,1306.797,4042.731,104.065,0,1,341.636,N13 -> N11 -> N07 -> N03 -> N05 -> N14 -> N04 -> N12 -> N01 -> N02 -> N09 -> N10 -> N08 -> N06
622,0.0,bounded_blackout,1291.079,3668.307,73.557,1,1,2052.85,N08 -> N09 -> N01 -> N03 -> N02 -> N11 -> N07 -> N12 -> N10 -> N13 -> N06 -> N04 -> N05 -> N14
622,0.02,distance_only,1864.44,3260.462,212.904,0,0,0.022,N08 -> N09 -> N10 -> N06 -> N01 -> N07 -> N02 -> N12 -> N03 -> N05 -> N13 -> N04 -> N14 -> N11
622,0.02,protocol_aware,1552.434,4042.731,229.184,0,0,341.636,N13 -> N11 -> N07 -> N03 -> N05 -> N14 -> N04 -> N12 -> N01 -> N02 -> N09 -> N10 -> N08 -> N06
622,0.02,bounded_blackout,1291.968,3668.307,70.89,1,1,2052.85,N08 -> N09 -> N01 -> N03 -> N02 -> N11 -> N07 -> N12 -> N10 -> N13 -> N06 -> N04 -> N05 -> N14
622,0.05,distance_only,1865.49,3260.462,209.401,0,0,0.022,N08 -> N09 -> N10 -> N06 -> N01 -> N07 -> N02 -> N12 -> N03 -> N05 -> N13 -> N04 -> N14 -> N11
622,0.05,protocol_aware,1561.137,4042.731,120.597,0,0,341.636,N13 -> N11 -> N07 -> N03 -> N05 -> N14 -> N04 -> N12 -> N01 -> N02 -> N09 -> N10 -> N08 -> N06
622,0.05,bounded_blackout,1581.298,3668.307,229.588,0,0,2052.85,N08 -> N09 -> N01 -> N03 -> N02 -> N11 -> N07 -> N12 -> N10 -> N13 -> N06 -> N04 -> N05 -> N14
622,0.1,distance_only,2155.255,3260.462,227.631,0,0,0.022,N08 -> N09 -> N10 -> N06 -> N01 -> N07 -> N02 -> N12 -> N03 -> N05 -> N13 -> N04 -> N14 -> N11
622,0.1,protocol_aware,1576.372,4042.731,113.759,0,0,341.636,N13 -> N11 -> N07 -> N03 -> N05 -> N14 -> N04 -> N12 -> N01 -> N02 -> N09 -> N10 -> N08 -> N06
622,0.1,bounded_blackout,1782.592,3668.307,227.631,0,0,2052.85,N08 -> N09 -> N01 -> N03 -> N02 -> N11 -> N07 -> N12 -> N10 -> N13 -> N06 -> N04 -> N05 -> N14
623,0.0,distance_only,2305.906,2076.459,229.403,0,0,0.025,N04 -> N07 -> N01 -> N12 -> N03 -> N08 -> N11 -> N05 -> N09 -> N06 -> N14 -> N13 -> N10 -> N02
623,0.0,protocol_aware,1562.455,3105.977,89.209,1,0,229.831,N12 -> N01 -> N10 -> N07 -> N04 -> N02 -> N11 -> N03 -> N06 -> N09 -> N08 -> N05 -> N13 -> N14
623,0.0,bounded_blackout,1461.628,2202.147,54.477,1,1,1501.603,N04 -> N09 -> N10 -> N11 -> N12 -> N07 -> N01 -> N02 -> N13 -> N06 -> N14 -> N05 -> N08 -> N03
623,0.02,distance_only,2306.841,2076.459,227.905,0,0,0.025,N04 -> N07 -> N01 -> N12 -> N03 -> N08 -> N11 -> N05 -> N09 -> N06 -> N14 -> N13 -> N10 -> N02
623,0.02,protocol_aware,1560.678,3105.977,87.638,1,0,229.831,N12 -> N01 -> N10 -> N07 -> N04 -> N02 -> N11 -> N03 -> N06 -> N09 -> N08 -> N05 -> N13 -> N14
623,0.02,bounded_blackout,1459.932,2202.147,54.477,1,1,1501.603,N04 -> N09 -> N10 -> N11 -> N12 -> N07 -> N01 -> N02 -> N13 -> N06 -> N14 -> N05 -> N08 -> N03
623,0.05,distance_only,2308.21,2076.459,232.721,0,0,0.025,N04 -> N07 -> N01 -> N12 -> N03 -> N08 -> N11 -> N05 -> N09 -> N06 -> N14 -> N13 -> N10 -> N02
623,0.05,protocol_aware,1562.172,3105.977,85.281,1,0,229.831,N12 -> N01 -> N10 -> N07 -> N04 -> N02 -> N11 -> N03 -> N06 -> N09 -> N08 -> N05 -> N13 -> N14
623,0.05,bounded_blackout,1745.393,2202.147,138.36,0,0,1501.603,N04 -> N09 -> N10 -> N11 -> N12 -> N07 -> N01 -> N02 -> N13 -> N06 -> N14 -> N05 -> N08 -> N03
623,0.1,distance_only,2310.406,2076.459,218.377,0,0,0.025,N04 -> N07 -> N01 -> N12 -> N03 -> N08 -> N11 -> N05 -> N09 -> N06 -> N14 -> N13 -> N10 -> N02
623,0.1,protocol_aware,2069.654,3105.977,220.688,0,0,229.831,N12 -> N01 -> N10 -> N07 -> N04 -> N02 -> N11 -> N03 -> N06 -> N09 -> N08 -> N05 -> N13 -> N14
623,0.1,bounded_blackout,1962.583,2202.147,241.583,0,0,1501.603,N04 -> N09 -> N10 -> N11 -> N12 -> N07 -> N01 -> N02 -> N13 -> N06 -> N14 -> N05 -> N08 -> N03
624,0.0,distance_only,2263.792,2338.734,184.554,0,0,0.021,N07 -> N06 -> N09 -> N04 -> N05 -> N10 -> N13 -> N08 -> N14 -> N12 -> N02 -> N01 -> N11 -> N03
624,0.0,protocol_aware,1395.052,3188.468,77.799,1,1,263.599,N04 -> N08 -> N10 -> N01 -> N02 -> N12 -> N07 -> N06 -> N14 -> N05 -> N13 -> N11 -> N09 -> N03
624,0.0,bounded_blackout,1395.052,3188.468,77.799,1,1,2030.101,N04 -> N08 -> N10 -> N01 -> N02 -> N12 -> N07 -> N06 -> N14 -> N05 -> N13 -> N11 -> N09 -> N03
624,0.02,distance_only,1975.024,2338.734,230.088,0,0,0.021,N07 -> N06 -> N09 -> N04 -> N05 -> N10 -> N13 -> N08 -> N14 -> N12 -> N02 -> N01 -> N11 -> N03
624,0.02,protocol_aware,1395.922,3188.468,74.637,1,1,263.599,N04 -> N08 -> N10 -> N01 -> N02 -> N12 -> N07 -> N06 -> N14 -> N05 -> N13 -> N11 -> N09 -> N03
624,0.02,bounded_blackout,1395.922,3188.468,74.637,1,1,2030.101,N04 -> N08 -> N10 -> N01 -> N02 -> N12 -> N07 -> N06 -> N14 -> N05 -> N13 -> N11 -> N09 -> N03
624,0.05,distance_only,1973.881,2338.734,226.37,0,0,0.021,N07 -> N06 -> N09 -> N04 -> N05 -> N10 -> N13 -> N08 -> N14 -> N12 -> N02 -> N01 -> N11 -> N03
624,0.05,protocol_aware,1397.285,3188.468,83.687,1,1,263.599,N04 -> N08 -> N10 -> N01 -> N02 -> N12 -> N07 -> N06 -> N14 -> N05 -> N13 -> N11 -> N09 -> N03
624,0.05,bounded_blackout,1397.285,3188.468,83.687,1,1,2030.101,N04 -> N08 -> N10 -> N01 -> N02 -> N12 -> N07 -> N06 -> N14 -> N05 -> N13 -> N11 -> N09 -> N03
624,0.1,distance_only,1971.998,2338.734,226.451,0,0,0.021,N07 -> N06 -> N09 -> N04 -> N05 -> N10 -> N13 -> N08 -> N14 -> N12 -> N02 -> N01 -> N11 -> N03
624,0.1,protocol_aware,1683.001,3188.468,228.071,0,0,263.599,N04 -> N08 -> N10 -> N01 -> N02 -> N12 -> N07 -> N06 -> N14 -> N05 -> N13 -> N11 -> N09 -> N03
624,0.1,bounded_blackout,1683.001,3188.468,228.071,0,0,2030.101,N04 -> N08 -> N10 -> N01 -> N02 -> N12 -> N07 -> N06 -> N14 -> N05 -> N13 -> N11 -> N09 -> N03
625,0.0,distance_only,2011.462,2222.448,225.195,0,0,0.021,N13 -> N14 -> N07 -> N05 -> N02 -> N11 -> N04 -> N06 -> N09 -> N01 -> N08 -> N10 -> N12 -> N03
625,0.0,protocol_aware,1462.147,1921.127,79.271,1,1,405.161,N07 -> N03 -> N02 -> N11 -> N09 -> N04 -> N10 -> N08 -> N01 -> N12 -> N13 -> N05 -> N06 -> N14
625,0.0,bounded_blackout,1285.547,2078.183,53.295,1,1,2092.467,N13 -> N01 -> N08 -> N10 -> N12 -> N06 -> N14 -> N02 -> N04 -> N11 -> N09 -> N07 -> N05 -> N03
625,0.02,distance_only,2012.175,2222.448,219.063,0,0,0.021,N13 -> N14 -> N07 -> N05 -> N02 -> N11 -> N04 -> N06 -> N09 -> N01 -> N08 -> N10 -> N12 -> N03
625,0.02,protocol_aware,1942.922,1921.127,225.896,0,0,405.161,N07 -> N03 -> N02 -> N11 -> N09 -> N04 -> N10 -> N08 -> N01 -> N12 -> N13 -> N05 -> N06 -> N14
625,0.02,bounded_blackout,1286.277,2078.183,53.295,1,1,2092.467,N13 -> N01 -> N08 -> N10 -> N12 -> N06 -> N14 -> N02 -> N04 -> N11 -> N09 -> N07 -> N05 -> N03
625,0.05,distance_only,2013.633,2222.448,209.856,0,0,0.021,N13 -> N14 -> N07 -> N05 -> N02 -> N11 -> N04 -> N06 -> N09 -> N01 -> N08 -> N10 -> N12 -> N03
625,0.05,protocol_aware,1944.389,1921.127,218.844,0,0,405.161,N07 -> N03 -> N02 -> N11 -> N09 -> N04 -> N10 -> N08 -> N01 -> N12 -> N13 -> N05 -> N06 -> N14
625,0.05,bounded_blackout,1287.76,2078.183,53.295,1,1,2092.467,N13 -> N01 -> N08 -> N10 -> N12 -> N06 -> N14 -> N02 -> N04 -> N11 -> N09 -> N07 -> N05 -> N03
625,0.1,distance_only,2017.201,2222.448,195.475,0,0,0.021,N13 -> N14 -> N07 -> N05 -> N02 -> N11 -> N04 -> N06 -> N09 -> N01 -> N08 -> N10 -> N12 -> N03
625,0.1,protocol_aware,1958.062,1921.127,195.825,0,0,405.161,N07 -> N03 -> N02 -> N11 -> N09 -> N04 -> N10 -> N08 -> N01 -> N12 -> N13 -> N05 -> N06 -> N14
625,0.1,bounded_blackout,1771.371,2078.183,247.974,0,0,2092.467,N13 -> N01 -> N08 -> N10 -> N12 -> N06 -> N14 -> N02 -> N04 -> N11 -> N09 -> N07 -> N05 -> N03
626,0.0,distance_only,1108.32,2509.747,97.67,0,1,0.021,N10 -> N13 -> N09 -> N05 -> N08 -> N12 -> N04 -> N01 -> N06 -> N11 -> N02 -> N03 -> N14 -> N07
626,0.0,protocol_aware,918.169,4295.673,105.79,0,1,339.797,N07 -> N14 -> N13 -> N09 -> N03 -> N04 -> N08 -> N02 -> N11 -> N06 -> N12 -> N01 -> N10 -> N05
626,0.0,bounded_blackout,918.765,4379.749,64.34,1,1,2068.892,N04 -> N05 -> N13 -> N07 -> N02 -> N06 -> N01 -> N09 -> N11 -> N14 -> N03 -> N10 -> N12 -> N08
626,0.02,distance_only,1395.619,2509.747,227.511,0,1,0.021,N10 -> N13 -> N09 -> N05 -> N08 -> N12 -> N04 -> N01 -> N06 -> N11 -> N02 -> N03 -> N14 -> N07
626,0.02,protocol_aware,1515.996,4295.673,237.386,0,0,339.797,N07 -> N14 -> N13 -> N09 -> N03 -> N04 -> N08 -> N02 -> N11 -> N06 -> N12 -> N01 -> N10 -> N05
626,0.02,bounded_blackout,918.499,4379.749,63.896,1,1,2068.892,N04 -> N05 -> N13 -> N07 -> N02 -> N06 -> N01 -> N09 -> N11 -> N14 -> N03 -> N10 -> N12 -> N08
626,0.05,distance_only,1394.568,2509.747,221.635,0,1,0.021,N10 -> N13 -> N09 -> N05 -> N08 -> N12 -> N04 -> N01 -> N06 -> N11 -> N02 -> N03 -> N14 -> N07
626,0.05,protocol_aware,1274.246,4295.673,233.527,0,1,339.797,N07 -> N14 -> N13 -> N09 -> N03 -> N04 -> N08 -> N02 -> N11 -> N06 -> N12 -> N01 -> N10 -> N05
626,0.05,bounded_blackout,918.1,4379.749,63.231,1,1,2068.892,N04 -> N05 -> N13 -> N07 -> N02 -> N06 -> N01 -> N09 -> N11 -> N14 -> N03 -> N10 -> N12 -> N08
626,0.1,distance_only,1392.816,2509.747,211.842,0,1,0.021,N10 -> N13 -> N09 -> N05 -> N08 -> N12 -> N04 -> N01 -> N06 -> N11 -> N02 -> N03 -> N14 -> N07
626,0.1,protocol_aware,1271.331,4295.673,224.632,0,1,339.797,N07 -> N14 -> N13 -> N09 -> N03 -> N04 -> N08 -> N02 -> N11 -> N06 -> N12 -> N01 -> N10 -> N05
626,0.1,bounded_blackout,919.594,4379.749,62.126,1,1,2068.892,N04 -> N05 -> N13 -> N07 -> N02 -> N06 -> N01 -> N09 -> N11 -> N14 -> N03 -> N10 -> N12 -> N08
627,0.0,distance_only,1347.94,2806.497,206.307,0,1,0.024,N02 -> N08 -> N05 -> N10 -> N12 -> N04 -> N01 -> N03 -> N13 -> N14 -> N11 -> N07 -> N09 -> N06
627,0.0,protocol_aware,1014.263,3749.386,105.415,0,1,302.133,N13 -> N12 -> N02 -> N11 -> N14 -> N09 -> N06 -> N07 -> N03 -> N04 -> N01 -> N08 -> N05 -> N10
627,0.0,bounded_blackout,992.155,3886.959,61.814,1,1,1922.0,N08 -> N06 -> N05 -> N10 -> N03 -> N14 -> N11 -> N07 -> N13 -> N12 -> N04 -> N01 -> N09 -> N02
627,0.02,distance_only,1349.473,2806.497,201.659,0,1,0.024,N02 -> N08 -> N05 -> N10 -> N12 -> N04 -> N01 -> N03 -> N13 -> N14 -> N11 -> N07 -> N09 -> N06
627,0.02,protocol_aware,1202.43,3749.386,124.489,0,1,302.133,N13 -> N12 -> N02 -> N11 -> N14 -> N09 -> N06 -> N07 -> N03 -> N04 -> N01 -> N08 -> N05 -> N10
627,0.02,bounded_blackout,993.062,3886.959,61.812,1,1,1922.0,N08 -> N06 -> N05 -> N10 -> N03 -> N14 -> N11 -> N07 -> N13 -> N12 -> N04 -> N01 -> N09 -> N02
627,0.05,distance_only,1348.359,2806.497,194.687,0,1,0.024,N02 -> N08 -> N05 -> N10 -> N12 -> N04 -> N01 -> N03 -> N13 -> N14 -> N11 -> N07 -> N09 -> N06
627,0.05,protocol_aware,1201.544,3749.386,120.448,0,1,302.133,N13 -> N12 -> N02 -> N11 -> N14 -> N09 -> N06 -> N07 -> N03 -> N04 -> N01 -> N08 -> N05 -> N10
627,0.05,bounded_blackout,1378.423,3886.959,124.037,0,1,1922.0,N08 -> N06 -> N05 -> N10 -> N03 -> N14 -> N11 -> N07 -> N13 -> N12 -> N04 -> N01 -> N09 -> N02
627,0.1,distance_only,1348.372,2806.497,183.066,0,1,0.024,N02 -> N08 -> N05 -> N10 -> N12 -> N04 -> N01 -> N03 -> N13 -> N14 -> N11 -> N07 -> N09 -> N06
627,0.1,protocol_aware,1200.091,3749.386,111.099,0,1,302.133,N13 -> N12 -> N02 -> N11 -> N14 -> N09 -> N06 -> N07 -> N03 -> N04 -> N01 -> N08 -> N05 -> N10
627,0.1,bounded_blackout,1380.693,3886.959,120.856,0,1,1922.0,N08 -> N06 -> N05 -> N10 -> N03 -> N14 -> N11 -> N07 -> N13 -> N12 -> N04 -> N01 -> N09 -> N02
628,0.0,distance_only,1885.487,2180.288,213.356,0,0,0.021,N13 -> N14 -> N07 -> N04 -> N12 -> N11 -> N10 -> N02 -> N03 -> N09 -> N06 -> N08 -> N01 -> N05
628,0.0,protocol_aware,1232.896,2890.057,132.989,0,1,287.532,N07 -> N13 -> N01 -> N08 -> N09 -> N06 -> N03 -> N02 -> N05 -> N12 -> N10 -> N04 -> N14 -> N11
628,0.0,bounded_blackout,1266.412,4005.1,48.297,1,1,1999.715,N07 -> N03 -> N02 -> N08 -> N09 -> N14 -> N12 -> N04 -> N10 -> N13 -> N05 -> N01 -> N06 -> N11
628,0.02,distance_only,1884.671,2180.288,212.351,0,0,0.021,N13 -> N14 -> N07 -> N04 -> N12 -> N11 -> N10 -> N02 -> N03 -> N09 -> N06 -> N08 -> N01 -> N05
628,0.02,protocol_aware,1462.457,2890.057,140.783,0,1,287.532,N07 -> N13 -> N01 -> N08 -> N09 -> N06 -> N03 -> N02 -> N05 -> N12 -> N10 -> N04 -> N14 -> N11
628,0.02,bounded_blackout,1271.404,4005.1,48.372,1,1,1999.715,N07 -> N03 -> N02 -> N08 -> N09 -> N14 -> N12 -> N04 -> N10 -> N13 -> N05 -> N01 -> N06 -> N11
628,0.05,distance_only,1883.444,2180.288,210.842,0,0,0.021,N13 -> N14 -> N07 -> N04 -> N12 -> N11 -> N10 -> N02 -> N03 -> N09 -> N06 -> N08 -> N01 -> N05
628,0.05,protocol_aware,1468.273,2890.057,151.103,0,1,287.532,N07 -> N13 -> N01 -> N08 -> N09 -> N06 -> N03 -> N02 -> N05 -> N12 -> N10 -> N04 -> N14 -> N11
628,0.05,bounded_blackout,1984.595,4005.1,228.222,0,0,1999.715,N07 -> N03 -> N02 -> N08 -> N09 -> N14 -> N12 -> N04 -> N10 -> N13 -> N05 -> N01 -> N06 -> N11
628,0.1,distance_only,1881.394,2180.288,208.318,0,0,0.021,N13 -> N14 -> N07 -> N04 -> N12 -> N11 -> N10 -> N02 -> N03 -> N09 -> N06 -> N08 -> N01 -> N05
628,0.1,protocol_aware,1957.993,2890.057,203.499,0,0,287.532,N07 -> N13 -> N01 -> N08 -> N09 -> N06 -> N03 -> N02 -> N05 -> N12 -> N10 -> N04 -> N14 -> N11
628,0.1,bounded_blackout,1995.408,4005.1,213.017,0,0,1999.715,N07 -> N03 -> N02 -> N08 -> N09 -> N14 -> N12 -> N04 -> N10 -> N13 -> N05 -> N01 -> N06 -> N11
629,0.0,distance_only,1818.164,2643.698,160.868,0,0,0.023,N06 -> N12 -> N05 -> N03 -> N07 -> N04 -> N08 -> N02 -> N13 -> N11 -> N01 -> N09 -> N10 -> N14
629,0.0,protocol_aware,1467.496,3545.397,84.99,1,1,233.462,N02 -> N08 -> N05 -> N06 -> N04 -> N13 -> N11 -> N09 -> N10 -> N01 -> N12 -> N14 -> N03 -> N07
629,0.0,bounded_blackout,1409.659,3694.018,74.913,1,1,1686.966,N02 -> N07 -> N06 -> N12 -> N14 -> N03 -> N08 -> N01 -> N05 -> N04 -> N11 -> N09 -> N10 -> N13
629,0.02,distance_only,1823.586,2643.698,153.82,0,0,0.023,N06 -> N12 -> N05 -> N03 -> N07 -> N04 -> N08 -> N02 -> N13 -> N11 -> N01 -> N09 -> N10 -> N14
629,0.02,protocol_aware,1703.382,3545.397,227.741,0,0,233.462,N02 -> N08 -> N05 -> N06 -> N04 -> N13 -> N11 -> N09 -> N10 -> N01 -> N12 -> N14 -> N03 -> N07
629,0.02,bounded_blackout,1690.026,3694.018,188.111,0,0,1686.966,N02 -> N07 -> N06 -> N12 -> N14 -> N03 -> N08 -> N01 -> N05 -> N04 -> N11 -> N09 -> N10 -> N13
629,0.05,distance_only,1831.725,2643.698,143.227,0,0,0.023,N06 -> N12 -> N05 -> N03 -> N07 -> N04 -> N08 -> N02 -> N13 -> N11 -> N01 -> N09 -> N10 -> N14
629,0.05,protocol_aware,2177.201,3545.397,225.573,0,0,233.462,N02 -> N08 -> N05 -> N06 -> N04 -> N13 -> N11 -> N09 -> N10 -> N01 -> N12 -> N14 -> N03 -> N07
629,0.05,bounded_blackout,2192.903,3694.018,222.262,0,0,1686.966,N02 -> N07 -> N06 -> N12 -> N14 -> N03 -> N08 -> N01 -> N05 -> N04 -> N11 -> N09 -> N10 -> N13
629,0.1,distance_only,2068.127,2643.698,237.583,0,0,0.023,N06 -> N12 -> N05 -> N03 -> N07 -> N04 -> N08 -> N02 -> N13 -> N11 -> N01 -> N09 -> N10 -> N14
629,0.1,protocol_aware,2166.874,3545.397,221.956,0,0,233.462,N02 -> N08 -> N05 -> N06 -> N04 -> N13 -> N11 -> N09 -> N10 -> N01 -> N12 -> N14 -> N03 -> N07
629,0.1,bounded_blackout,2191.03,3694.018,225.08,0,0,1686.966,N02 -> N07 -> N06 -> N12 -> N14 -> N03 -> N08 -> N01 -> N05 -> N04 -> N11 -> N09 -> N10 -> N13
630,0.0,distance_only,1471.605,2497.902,149.291,0,1,0.021,N13 -> N10 -> N08 -> N01 -> N14 -> N03 -> N12 -> N11 -> N04 -> N09 -> N07 -> N02 -> N06 -> N05
630,0.0,protocol_aware,1132.234,3865.32,103.952,0,1,223.334,N02 -> N01 -> N08 -> N13 -> N10 -> N12 -> N14 -> N05 -> N06 -> N04 -> N07 -> N11 -> N09 -> N03
630,0.0,bounded_blackout,1135.59,3919.756,57.873,1,1,1629.993,N01 -> N05 -> N10 -> N11 -> N07 -> N09 -> N14 -> N04 -> N06 -> N03 -> N12 -> N02 -> N08 -> N13
630,0.02,distance_only,1472.068,2497.902,212.054,0,1,0.021,N13 -> N10 -> N08 -> N01 -> N14 -> N03 -> N12 -> N11 -> N04 -> N09 -> N07 -> N02 -> N06 -> N05
630,0.02,protocol_aware,1132.465,3865.32,105.474,0,1,223.334,N02 -> N01 -> N08 -> N13 -> N10 -> N12 -> N14 -> N05 -> N06 -> N04 -> N07 -> N11 -> N09 -> N03
630,0.02,bounded_blackout,1640.139,3919.756,181.866,0,0,1629.993,N01 -> N05 -> N10 -> N11 -> N07 -> N09 -> N14 -> N04 -> N06 -> N03 -> N12 -> N02 -> N08 -> N13
630,0.05,distance_only,1472.839,2497.902,211.171,0,1,0.021,N13 -> N10 -> N08 -> N01 -> N14 -> N03 -> N12 -> N11 -> N04 -> N09 -> N07 -> N02 -> N06 -> N05
630,0.05,protocol_aware,1132.844,3865.32,107.756,0,1,223.334,N02 -> N01 -> N08 -> N13 -> N10 -> N12 -> N14 -> N05 -> N06 -> N04 -> N07 -> N11 -> N09 -> N03
630,0.05,bounded_blackout,1640.967,3919.756,229.446,0,0,1629.993,N01 -> N05 -> N10 -> N11 -> N07 -> N09 -> N14 -> N04 -> N06 -> N03 -> N12 -> N02 -> N08 -> N13
630,0.1,distance_only,1474.343,2497.902,210.382,0,1,0.021,N13 -> N10 -> N08 -> N01 -> N14 -> N03 -> N12 -> N11 -> N04 -> N09 -> N07 -> N02 -> N06 -> N05
630,0.1,protocol_aware,1621.548,3865.32,214.564,0,0,223.334,N02 -> N01 -> N08 -> N13 -> N10 -> N12 -> N14 -> N05 -> N06 -> N04 -> N07 -> N11 -> N09 -> N03
